	__file__     = main.py
	out_dir      = ./models/seresnet101_fold0_pseudo_512_512

	<additional comments>
	  ... xxx baseline  ... 

** dataset setting **
batch_size = 32
train_dataset : 
<process.data.WhaleDataset object at 0x7ffa3d1fcc18>
valid_dataset : 
<process.data.WhaleDataset object at 0x7ffaf5c34588>

** net setting **
<class 'torch.nn.parallel.data_parallel.DataParallel'>


change hard_ratio: 0.01
0.0002000 11900.0    5.0 | 0.807  0.360  0.035  (0.477)   | 0.975  0.018  0.625  (0.979)  |  3 hr 00 min
save max valid!!!!!! : 0.5489027777777777
change hard_ratio: 0.01
0.0002000 12000.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.070  0.026  0.587  (0.757)  |  3 hr 03 min
0.0002000 12100.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.039  0.055  0.854  (0.927)  |  3 hr 04 min
0.0002000 12200.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.024  0.043  0.771  (0.896)  |  3 hr 06 min
0.0002000 12300.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.063  0.011  0.812  (0.623)  |  3 hr 07 min
0.0002000 12400.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.140  0.072  0.812  (0.535)  |  3 hr 09 min
0.0002000 12500.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.090  0.106  0.812  (0.619)  |  3 hr 10 min
0.0002000 12600.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.022  0.018  0.792  (0.837)  |  3 hr 12 min
0.0002000 12700.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.156  0.058  0.750  (0.422)  |  3 hr 13 min
0.0002000 12800.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.132  0.046  0.854  (0.535)  |  3 hr 14 min
0.0002000 12900.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.092  0.075  0.875  (0.705)  |  3 hr 16 min
0.0002000 13000.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.154  0.082  0.625  (0.533)  |  3 hr 17 min
0.0002000 13100.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.130  0.134  0.708  (0.438)  |  3 hr 19 min
0.0002000 13200.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.091  0.088  0.875  (0.476)  |  3 hr 20 min
0.0002000 13300.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.059  0.024  0.604  (0.701)  |  3 hr 22 min
0.0002000 13400.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.172  0.057  0.938  (0.397)  |  3 hr 23 min
0.0002000 13500.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.138  0.061  0.875  (0.448)  |  3 hr 25 min
0.0002000 13600.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.214  0.153  0.812  (0.283)  |  3 hr 26 min
0.0002000 13700.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.143  0.106  0.875  (0.531)  |  3 hr 28 min
0.0002000 13800.0    6.0 | 0.772  0.392  0.036  (0.549)   | 1.075  0.124  0.771  (0.699)  |  3 hr 29 min
0.0002000 13900.0    6.0 | 0.772  0.392  0.036  (0.549)   | 0.963  0.043  0.854  (0.931)  |  3 hr 30 min
save max valid!!!!!! : 0.6017361111111109
change hard_ratio: 0.01
0.0002000 14000.0    7.0 | 0.724  0.451  0.025  (0.602)   | 1.041  0.034  0.812  (0.771)  |  3 hr 33 min
0.0002000 14100.0    7.0 | 0.724  0.451  0.025  (0.602)   | 0.986  0.012  0.771  (0.889)  |  3 hr 35 min
0.0002000 14200.0    7.0 | 0.724  0.451  0.025  (0.602)   | 1.057  0.041  1.000  (0.751)  |  3 hr 36 min
0.0002000 14300.0    7.0 | 0.724  0.451  0.025  (0.602)   | 0.944  0.013  1.000  (0.896)  |  3 hr 37 min
0.0002000 14400.0    7.0 | 0.724  0.451  0.025  (0.602)   | 0.941  0.034  0.875  (0.941)  |  3 hr 39 min
0.0002000 14500.0    7.0 | 0.724  0.451  0.025  (0.602)   | 0.987  0.179  0.938  (0.844)  |  3 hr 40 min
0.0002000 14600.0    7.0 | 0.724  0.451  0.025  (0.602)   | 1.064  0.046  0.938  (0.604)  |  3 hr 42 min
0.0002000 14700.0    7.0 | 0.724  0.451  0.025  (0.602)   | 1.018  0.139  1.000  (0.549)  |  3 hr 43 min
0.0002000 14800.0    7.0 | 0.724  0.451  0.025  (0.602)   | 0.966  0.044  1.000  (0.757)  |  3 hr 45 min
0.0002000 14900.0    7.0 | 0.724  0.451  0.025  (0.602)   | 1.029  0.060  0.812  (0.656)  |  3 hr 46 min
0.0002000 15000.0    7.0 | 0.724  0.451  0.025  (0.602)   | 0.989  0.218  0.875  (0.694)  |  3 hr 48 min
