 start_time :2020-01-05 19:03:49 
 batch_size :5 
 rate     iter   epoch  | valid   top@1    top@5    map@5  | train    top@1    top@5    map@5 | batch    top@1    top@5    map@5 |  time          
0.00030 34.20 k 27.78  | 2.938    34.501    34.906    0.3470    0.8000 | 0.185    97.800    0.988 | 0.155     95.000    0.975 | 14 hr 22 min 
0.00030 34.40 k 27.95  | 2.940    34.367    34.906    0.3461    0.7000 | 0.166    98.000    0.988 | 0.102     100.000    1.000 | 14 hr 27 min 
0.00030 34.60 k 28.11  | 2.950    34.501    34.906    0.3470    0.6000 | 0.186    97.500    0.985 | 0.188     90.000    0.942 | 14 hr 32 min 
0.00030 34.80 k 28.27  | 2.954    34.501    34.906    0.3470    0.6000 | 0.165    97.800    0.988 | 0.120     100.000    1.000 | 14 hr 37 min 
0.00030 35.00 k 28.43  | 2.955    34.501    34.906    0.3467    0.5000 | 0.184    98.200    0.991 | 0.202     95.000    0.975 | 14 hr 43 min 
0.00030 35.20 k 28.60  | 2.953    34.367    34.771    0.3457    0.6000 | 0.166    98.400    0.990 | 0.191     90.000    0.950 | 14 hr 48 min 
0.00030 35.40 k 28.76  | 2.961    34.501    34.906    0.3470    0.7000 | 0.177    97.800    0.986 | 0.287     95.000    0.950 | 14 hr 53 min 
0.00030 35.60 k 28.92  | 2.944    34.636    35.040    0.3484    0.7000 | 0.167    98.500    0.991 | 0.099     100.000    1.000 | 14 hr 58 min 
0.00030 35.80 k 29.08  | 2.969    34.501    34.771    0.3464    0.7000 | 0.161    98.100    0.990 | 0.181     95.000    0.975 | 15 hr 03 min 
0.00030 36.00 k 29.25  | 2.948    34.501    34.906    0.3470    0.7000 | 0.181    97.900    0.987 | 0.309     95.000    0.950 | 15 hr 08 min 
0.00030 36.20 k 29.41  | 2.955    34.367    34.771    0.3457    0.7000 | 0.171    97.400    0.985 | 0.225     90.000    0.950 | 15 hr 13 min 
0.00030 36.40 k 29.57  | 2.956    34.501    34.906    0.3467    0.7000 | 0.170    97.700    0.988 | 0.310     100.000    1.000 | 15 hr 18 min 
0.00030 36.60 k 29.73  | 2.960    34.636    34.906    0.3475    0.6000 | 0.172    98.200    0.988 | 0.256     100.000    1.000 | 15 hr 23 min 
0.00030 36.80 k 29.90  | 2.970    34.501    34.906    0.3466    0.8000 | 0.170    98.400    0.991 | 0.160     100.000    1.000 | 15 hr 28 min 
0.00030 37.00 k 30.06  | 2.973    34.367    34.906    0.3464    0.8000 | 0.160    98.400    0.992 | 0.151     100.000    1.000 | 15 hr 33 min 
0.00030 37.20 k 30.22  | 2.973    34.367    34.906    0.3464    0.8000 | 0.171    98.100    0.990 | 0.198     100.000    1.000 | 15 hr 38 min 
0.00030 37.40 k 30.38  | 2.978    34.501    34.906    0.3470    0.6000 | 0.174    97.900    0.987 | 0.119     100.000    1.000 | 15 hr 43 min 
0.00030 37.60 k 30.55  | 2.973    34.501    34.906    0.3470    0.7000 | 0.172    97.200    0.984 | 0.215     100.000    1.000 | 15 hr 48 min 
0.00030 37.80 k 30.71  | 2.976    34.501    34.906    0.3470    0.6000 | 0.178    97.900    0.988 | 0.212     100.000    1.000 | 15 hr 53 min 
0.00030 38.00 k 30.87  | 2.969    34.367    34.906    0.3464    0.6000 | 0.197    96.300    0.979 | 0.144     100.000    1.000 | 15 hr 58 min 
0.00030 38.20 k 31.03  | 2.984    34.501    34.906    0.3470    0.7000 | 0.181    98.000    0.988 | 0.239     100.000    1.000 | 16 hr 03 min 
0.00030 38.40 k 31.20  | 2.996    34.367    34.771    0.3457    0.7000 | 0.174    98.500    0.990 | 0.293     95.000    0.975 | 16 hr 08 min 
0.00030 38.60 k 31.36  | 3.005    34.232    34.906    0.3455    0.7000 | 0.171    98.100    0.990 | 0.153     100.000    1.000 | 16 hr 13 min 
0.00030 38.80 k 31.52  | 3.002    34.367    34.906    0.3464    0.7000 | 0.178    97.600    0.986 | 0.162     95.000    0.967 | 16 hr 19 min 
0.00030 39.00 k 31.68  | 3.001    34.501    34.906    0.3468    0.8000 | 0.168    98.000    0.989 | 0.146     100.000    1.000 | 16 hr 23 min 
0.00030 39.20 k 31.85  | 2.998    34.501    34.906    0.3470    0.6000 | 0.161    98.100    0.989 | 0.241     95.000    0.975 | 16 hr 28 min 
0.00030 39.40 k 32.01  | 2.997    34.367    34.906    0.3464    0.6000 | 0.172    97.100    0.983 | 0.174     95.000    0.975 | 16 hr 34 min 
0.00030 39.60 k 32.17  | 3.002    34.367    34.771    0.3457    0.7000 | 0.160    97.900    0.988 | 0.172     100.000    1.000 | 16 hr 39 min 
0.00030 39.80 k 32.33  | 3.011    34.501    34.906    0.3467    0.7000 | 0.164    98.200    0.989 | 0.229     100.000    1.000 | 16 hr 44 min 
0.00030 40.00 k 32.50  | 3.005    34.501    34.906    0.3470    0.6000 | 0.160    98.300    0.990 | 0.178     100.000    1.000 | 16 hr 49 min 
0.00030 40.20 k 32.66  | 3.007    34.367    35.040    0.3470    0.8000 | 0.171    97.100    0.984 | 0.484     90.000    0.925 | 16 hr 54 min 
0.00030 40.40 k 32.82  | 3.015    34.367    34.906    0.3464    0.9000 | 0.162    97.900    0.989 | 0.119     100.000    1.000 | 16 hr 59 min 
0.00030 40.60 k 32.98  | 3.011    34.232    34.906    0.3457    0.7000 | 0.164    97.900    0.988 | 0.132     95.000    0.975 | 17 hr 04 min 
