 start_time :2020-01-17 13:23:38 
 batch_size :5 
  start from22600, l_rate =0.0003 
freeze=True, batch_size=5, min_num_class=0 
 rate     iter   epoch  | valid   top@1    top@5    map@5  | train    top@1    top@5    map@5 | batch    top@1    top@5    map@5 |  time          
0.00030 55.60 k 43.37  | 1.397    58.356    88.005    0.7198    0.4000 | 1.523    30.200    0.425 | 1.589     30.000    0.392 | 10 hr 04 min 
0.00030 55.80 k 43.52  | 1.388    61.456    85.984    0.7244    0.4000 | 1.380    38.400    0.556 | 1.326     45.000    0.592 | 10 hr 08 min 
0.00030 56.00 k 43.67  | 1.407    59.434    84.367    0.7086    0.4000 | 1.439    36.800    0.500 | 1.466     35.000    0.450 | 10 hr 11 min 
0.00030 56.20 k 43.82  | 1.395    59.569    84.367    0.7098    0.4000 | 1.450    33.800    0.484 | 1.474     35.000    0.475 | 10 hr 15 min 
0.00030 56.40 k 43.97  | 1.393    60.916    88.679    0.7329    0.4000 | 1.473    32.900    0.463 | 1.504     35.000    0.467 | 10 hr 19 min 
0.00030 56.60 k 44.12  | 1.382    60.916    89.892    0.7372    0.4000 | 1.501    31.400    0.453 | 1.391     35.000    0.529 | 10 hr 22 min 
0.00030 56.80 k 44.28  | 1.381    57.951    86.388    0.7050    0.4000 | 1.386    39.500    0.545 | 1.319     45.000    0.567 | 10 hr 26 min 
0.00030 57.00 k 44.43  | 1.401    60.243    82.075    0.6955    0.4000 | 1.412    37.400    0.522 | 1.448     35.000    0.468 | 10 hr 30 min 
0.00030 57.20 k 44.58  | 1.397    61.725    82.884    0.7097    0.4000 | 1.457    34.000    0.475 | 1.393     40.000    0.537 | 10 hr 33 min 
0.00030 57.40 k 44.73  | 1.382    61.590    87.466    0.7320    0.4000 | 1.470    34.200    0.473 | 1.511     25.000    0.442 | 10 hr 37 min 
0.00030 57.60 k 44.88  | 1.379    64.016    88.814    0.7529    0.4000 | 1.476    32.000    0.448 | 1.428     30.000    0.450 | 10 hr 41 min 
0.00030 57.80 k 45.03  | 1.397    59.973    85.445    0.7101    0.4000 | 1.396    37.400    0.542 | 1.281     50.000    0.610 | 10 hr 44 min 
0.00030 58.00 k 45.19  | 1.390    63.073    80.863    0.7058    0.4000 | 1.443    35.900    0.489 | 1.528     40.000    0.467 | 10 hr 48 min 
0.00030 58.20 k 45.34  | 1.379    63.073    84.906    0.7273    0.4000 | 1.437    34.900    0.496 | 1.458     30.000    0.442 | 10 hr 52 min 
0.00030 58.40 k 45.49  | 1.369    63.612    87.332    0.7430    0.4000 | 1.477    32.700    0.450 | 1.374     30.000    0.550 | 10 hr 55 min 
0.00030 58.60 k 45.64  | 1.360    62.668    90.970    0.7543    0.4000 | 1.483    30.900    0.434 | 1.492     30.000    0.412 | 10 hr 59 min 
0.00030 58.80 k 45.79  | 1.356    62.938    87.197    0.7301    0.4000 | 1.371    39.800    0.562 | 1.263     50.000    0.667 | 11 hr 03 min 
0.00030 59.00 k 45.94  | 1.357    66.846    83.423    0.7402    0.4000 | 1.408    37.400    0.524 | 1.241     45.000    0.683 | 11 hr 06 min 
0.00030 59.20 k 46.09  | 1.370    65.229    83.962    0.7374    0.4000 | 1.423    37.900    0.509 | 1.334     50.000    0.573 | 11 hr 10 min 
0.00030 59.40 k 46.25  | 1.361    67.116    87.332    0.7613    0.4000 | 1.461    32.600    0.459 | 1.463     35.000    0.454 | 11 hr 13 min 
0.00030 59.60 k 46.40  | 1.367    67.655    88.005    0.7677    0.4000 | 1.476    33.800    0.453 | 1.553     30.000    0.392 | 11 hr 17 min 
0.00030 59.80 k 46.55  | 1.362    64.825    86.658    0.7419    0.4000 | 1.364    41.300    0.576 | 1.417     30.000    0.485 | 11 hr 21 min 
0.00030 60.00 k 46.70  | 1.362    65.094    84.636    0.7339    0.4000 | 1.403    38.400    0.527 | 1.459     30.000    0.421 | 11 hr 24 min 
0.00030 60.20 k 46.85  | 1.367    65.768    87.062    0.7497    0.4000 | 1.428    35.500    0.491 | 1.451     35.000    0.485 | 11 hr 28 min 
0.00030 60.40 k 47.00  | 1.353    69.272    87.062    0.7702    0.4000 | 1.474    33.900    0.451 | 1.505     30.000    0.400 | 11 hr 32 min 
0.00030 60.60 k 47.16  | 1.348    70.755    89.892    0.7913    0.4000 | 1.471    35.000    0.458 | 1.537     35.000    0.412 | 11 hr 35 min 
0.00030 60.80 k 47.31  | 1.351    66.981    86.927    0.7529    0.4000 | 1.377    40.700    0.555 | 1.354     35.000    0.589 | 11 hr 39 min 
0.00030 61.00 k 47.46  | 1.342    69.272    86.523    0.7669    0.4000 | 1.402    38.700    0.517 | 1.223     65.000    0.792 | 11 hr 43 min 
0.00030 61.20 k 47.61  | 1.354    67.925    84.367    0.7511    0.4000 | 1.413    37.400    0.507 | 1.402     35.000    0.550 | 11 hr 46 min 
0.00030 61.40 k 47.76  | 1.345    70.216    89.084    0.7839    0.4000 | 1.445    33.600    0.457 | 1.296     40.000    0.621 | 11 hr 50 min 
0.00030 61.60 k 47.91  | 1.351    71.563    90.431    0.7958    0.4000 | 1.454    35.600    0.470 | 1.483     35.000    0.442 | 11 hr 53 min 
0.00030 61.80 k 48.06  | 1.346    63.477    82.749    0.7133    0.4000 | 1.363    41.700    0.563 | 1.383     35.000    0.542 | 11 hr 57 min 
0.00030 62.00 k 48.22  | 1.346    66.981    86.523    0.7551    0.4000 | 1.414    37.400    0.503 | 1.399     40.000    0.575 | 12 hr 01 min 
0.00030 62.20 k 48.37  | 1.357    66.846    84.771    0.7438    0.4000 | 1.427    36.300    0.493 | 1.403     50.000    0.568 | 12 hr 04 min 
0.00030 62.40 k 48.52  | 1.346    71.294    86.658    0.7794    0.4000 | 1.450    35.100    0.471 | 1.508     30.000    0.410 | 12 hr 08 min 
0.00030 62.60 k 48.67  | 1.346    71.429    89.623    0.7957    0.4000 | 1.454    35.600    0.467 | 1.443     35.000    0.479 | 12 hr 12 min 
0.00030 62.80 k 48.82  | 1.349    66.307    86.119    0.7464    0.4000 | 1.380    42.100    0.556 | 1.371     45.000    0.567 | 12 hr 15 min 
0.00030 63.00 k 48.97  | 1.348    65.364    83.827    0.7332    0.4000 | 1.398    39.600    0.525 | 1.411     45.000    0.517 | 12 hr 19 min 
0.00030 63.20 k 49.13  | 1.352    66.981    83.693    0.7411    0.4000 | 1.410    39.100    0.511 | 1.420     35.000    0.517 | 12 hr 23 min 
0.00030 63.40 k 49.28  | 1.341    71.833    87.601    0.7842    0.4000 | 1.415    38.200    0.496 | 1.299     45.000    0.650 | 12 hr 26 min 
0.00030 63.60 k 49.43  | 1.343    73.181    90.431    0.8031    0.4000 | 1.444    35.000    0.468 | 1.475     25.000    0.375 | 12 hr 30 min 
0.00030 63.80 k 49.58  | 1.339    68.329    86.658    0.7633    0.4000 | 1.366    43.000    0.571 | 1.308     40.000    0.613 | 12 hr 34 min 
0.00030 64.00 k 49.73  | 1.356    65.768    84.636    0.7366    0.4000 | 1.404    38.500    0.516 | 1.404     30.000    0.447 | 12 hr 37 min 
0.00030 64.20 k 49.88  | 1.361    69.003    83.827    0.7539    0.4000 | 1.415    37.500    0.499 | 1.437     40.000    0.514 | 12 hr 41 min 
0.00030 64.40 k 50.03  | 1.364    68.329    85.580    0.7548    0.4000 | 1.447    35.100    0.466 | 1.391     45.000    0.550 | 12 hr 44 min 
0.00030 64.60 k 50.19  | 1.348    74.798    90.162    0.8138    0.4000 | 1.436    37.400    0.485 | 1.414     35.000    0.425 | 12 hr 48 min 
0.00030 64.80 k 50.34  | 1.352    64.151    86.388    0.7307    0.4000 | 1.364    44.100    0.573 | 1.355     45.000    0.550 | 12 hr 52 min 
0.00030 65.00 k 50.49  | 1.347    68.329    87.062    0.7600    0.4000 | 1.379    42.100    0.546 | 1.361     30.000    0.525 | 12 hr 55 min 
0.00030 65.20 k 50.64  | 1.343    69.811    86.927    0.7696    0.4000 | 1.420    39.300    0.507 | 1.362     30.000    0.502 | 12 hr 59 min 
0.00030 65.40 k 50.79  | 1.341    71.968    88.949    0.7913    0.4000 | 1.442    36.900    0.482 | 1.400     30.000    0.463 | 13 hr 03 min 
0.00030 65.60 k 50.94  | 1.340    75.337    91.105    0.8186    0.4000 | 1.443    36.500    0.469 | 1.468     35.000    0.450 | 13 hr 06 min 
0.00030 65.80 k 51.10  | 1.336    69.677    88.275    0.7711    0.4000 | 1.350    44.700    0.590 | 1.311     35.000    0.589 | 13 hr 10 min 
0.00030 66.00 k 51.25  | 1.352    66.173    84.232    0.7360    0.4000 | 1.385    41.900    0.536 | 1.267     55.000    0.671 | 13 hr 14 min 
0.00030 66.20 k 51.40  | 1.351    68.464    83.288    0.7466    0.4000 | 1.411    40.500    0.509 | 1.455     30.000    0.442 | 13 hr 17 min 
0.00030 66.40 k 51.55  | 1.345    69.272    85.445    0.7580    0.4000 | 1.435    37.500    0.483 | 1.394     30.000    0.496 | 13 hr 21 min 
0.00030 66.60 k 51.70  | 1.341    69.407    88.679    0.7701    0.4000 | 1.449    35.600    0.465 | 1.464     30.000    0.479 | 13 hr 25 min 
0.00030 66.80 k 51.85  | 1.361    47.709    81.536    0.6319    0.5000 | 1.369    43.100    0.571 | 1.377     30.000    0.500 | 13 hr 29 min 
0.00030 67.00 k 52.01  | 1.361    60.243    78.976    0.6758    0.4000 | 1.383    43.000    0.548 | 1.390     50.000    0.650 | 13 hr 32 min 
0.00030 67.20 k 52.16  | 1.329    69.946    87.197    0.7714    0.4000 | 1.409    40.100    0.504 | 1.352     45.000    0.592 | 13 hr 36 min 
0.00030 67.40 k 52.31  | 1.341    69.407    87.062    0.7665    0.4000 | 1.422    36.800    0.481 | 1.373     45.000    0.567 | 13 hr 39 min 
0.00030 67.60 k 52.46  | 1.340    70.485    90.027    0.7859    0.4000 | 1.440    37.500    0.478 | 1.386     50.000    0.550 | 13 hr 43 min 
0.00030 67.80 k 52.61  | 1.345    57.412    81.941    0.6687    0.4000 | 1.348    46.500    0.598 | 1.494     35.000    0.487 | 13 hr 47 min 
0.00030 68.00 k 52.76  | 1.348    62.534    81.536    0.7012    0.4000 | 1.374    44.000    0.558 | 1.382     30.000    0.472 | 13 hr 51 min 
0.00030 68.20 k 52.91  | 1.351    59.030    79.515    0.6748    0.4000 | 1.393    41.400    0.520 | 1.379     35.000    0.487 | 13 hr 54 min 
0.00030 68.40 k 53.07  | 1.344    71.563    86.658    0.7800    0.4000 | 1.450    37.800    0.469 | 1.412     35.000    0.460 | 13 hr 58 min 
0.00030 68.60 k 53.22  | 1.338    67.655    88.679    0.7624    0.4000 | 1.452    36.800    0.463 | 1.465     35.000    0.410 | 14 hr 01 min 
0.00030 68.80 k 53.37  | 1.336    62.803    83.288    0.7084    0.4000 | 1.358    45.400    0.588 | 1.421     45.000    0.575 | 14 hr 05 min 
0.00030 69.00 k 53.52  | 1.339    59.838    82.480    0.6844    0.4000 | 1.381    41.800    0.543 | 1.496     40.000    0.435 | 14 hr 09 min 
0.00030 69.20 k 53.67  | 1.342    60.782    81.671    0.6909    0.4000 | 1.405    41.400    0.509 | 1.341     55.000    0.637 | 14 hr 12 min 
0.00030 69.40 k 53.82  | 1.347    65.903    85.984    0.7382    0.4000 | 1.439    38.100    0.481 | 1.389     35.000    0.500 | 14 hr 16 min 
0.00030 69.60 k 53.98  | 1.334    69.542    90.431    0.7791    0.4000 | 1.436    36.100    0.461 | 1.386     35.000    0.479 | 14 hr 20 min 
0.00030 69.80 k 54.13  | 1.336    65.768    88.140    0.7460    0.4000 | 1.366    45.300    0.577 | 1.324     50.000    0.652 | 14 hr 23 min 
