 start_time :2020-01-12 19:38:49 
 batch_size :5 
  start from22600, l_rate =0.0003 
freeze=True, batch_size=5, min_num_class=0 
 rate     iter   epoch  | valid   top@1    top@5    map@5  | train    top@1    top@5    map@5 | batch    top@1    top@5    map@5 |  time          
0.00030 35.60 k 28.92  | 1.557    56.604    79.919    0.6631    0.3000 | 1.687    27.100    0.392 | 1.687     25.000    0.377 |  4 hr 09 min 
0.00030 35.80 k 29.08  | 1.599    56.739    78.841    0.6613    0.3000 | 1.568    29.600    0.464 | 1.521     30.000    0.479 |  4 hr 13 min 
0.00030 36.00 k 29.25  | 1.564    54.852    76.146    0.6389    0.3000 | 1.582    28.500    0.454 | 1.479     30.000    0.539 |  4 hr 17 min 
0.00030 36.20 k 29.41  | 1.563    62.399    80.458    0.7035    0.3000 | 1.645    27.800    0.425 | 1.547     25.000    0.408 |  4 hr 21 min 
0.00030 36.40 k 29.57  | 1.538    61.725    81.267    0.6979    0.3000 | 1.674    26.800    0.393 | 1.766     25.000    0.354 |  4 hr 24 min 
0.00030 36.60 k 29.73  | 1.573    56.604    77.898    0.6511    0.3000 | 1.675    27.000    0.390 | 1.626     30.000    0.438 |  4 hr 28 min 
0.00030 36.80 k 29.90  | 1.606    57.817    75.606    0.6508    0.3000 | 1.535    28.700    0.466 | 1.571     25.000    0.475 |  4 hr 32 min 
0.00030 37.00 k 30.06  | 1.569    59.704    77.224    0.6652    0.3000 | 1.599    28.000    0.432 | 1.378     45.000    0.567 |  4 hr 36 min 
0.00030 37.20 k 30.22  | 1.570    61.321    78.032    0.6829    0.3000 | 1.631    28.100    0.419 | 1.668     25.000    0.450 |  4 hr 40 min 
0.00030 37.40 k 30.38  | 1.567    63.881    81.402    0.7160    0.3000 | 1.647    27.400    0.400 | 1.606     25.000    0.375 |  4 hr 44 min 
0.00030 37.60 k 30.55  | 1.590    61.051    83.693    0.7071    0.3000 | 1.678    27.300    0.402 | 1.715     25.000    0.400 |  4 hr 47 min 
0.00030 37.80 k 30.71  | 1.583    54.178    77.358    0.6363    0.3000 | 1.546    28.100    0.462 | 1.595     25.000    0.362 |  4 hr 51 min 
0.00030 38.00 k 30.87  | 1.542    61.995    76.954    0.6843    0.3000 | 1.599    28.700    0.440 | 1.916     25.000    0.300 |  4 hr 55 min 
0.00030 38.20 k 31.03  | 1.539    60.243    77.358    0.6716    0.3000 | 1.610    29.000    0.427 | 1.563     30.000    0.421 |  4 hr 59 min 
0.00030 38.40 k 31.20  | 1.561    60.512    80.863    0.6887    0.3000 | 1.655    28.100    0.417 | 1.684     25.000    0.438 |  5 hr 03 min 
0.00030 38.60 k 31.36  | 1.585    60.782    80.054    0.6856    0.3000 | 1.647    27.000    0.408 | 1.747     25.000    0.342 |  5 hr 07 min 
0.00030 38.80 k 31.52  | 1.623    53.774    74.933    0.6280    0.3000 | 1.513    30.900    0.471 | 1.686     25.000    0.338 |  5 hr 11 min 
0.00030 39.00 k 31.68  | 1.545    55.526    75.337    0.6360    0.3000 | 1.546    30.000    0.454 | 1.538     25.000    0.450 |  5 hr 14 min 
0.00030 39.20 k 31.85  | 1.572    59.973    75.606    0.6621    0.3000 | 1.585    28.600    0.441 | 1.472     30.000    0.500 |  5 hr 18 min 
0.00030 39.40 k 32.01  | 1.562    60.108    76.011    0.6663    0.3000 | 1.620    27.700    0.415 | 1.689     25.000    0.350 |  5 hr 22 min 
0.00030 39.60 k 32.17  | 1.523    62.129    81.536    0.6998    0.3000 | 1.652    26.800    0.402 | 1.826     25.000    0.310 |  5 hr 25 min 
0.00030 39.80 k 32.33  | 1.534    60.377    80.997    0.6864    0.3000 | 1.497    29.800    0.487 | 1.470     35.000    0.470 |  5 hr 29 min 
0.00030 40.00 k 32.50  | 1.545    59.030    77.358    0.6648    0.3000 | 1.561    30.300    0.458 | 1.651     30.000    0.388 |  5 hr 33 min 
0.00030 40.20 k 32.66  | 1.492    57.547    75.606    0.6495    0.3000 | 1.547    30.100    0.462 | 1.532     25.000    0.408 |  5 hr 37 min 
0.00030 40.40 k 32.82  | 1.543    62.399    81.671    0.7039    0.3000 | 1.615    28.700    0.416 | 1.521     35.000    0.475 |  5 hr 41 min 
0.00030 40.60 k 32.98  | 1.531    53.774    72.372    0.6107    0.3000 | 1.623    28.300    0.404 | 1.772     30.000    0.417 |  5 hr 45 min 
0.00030 40.80 k 33.15  | 1.540    60.243    78.841    0.6787    0.3000 | 1.505    31.000    0.488 | 1.456     35.000    0.500 |  5 hr 49 min 
0.00030 41.00 k 33.31  | 1.551    56.334    73.854    0.6341    0.3000 | 1.541    30.100    0.449 | 1.466     25.000    0.475 |  5 hr 52 min 
0.00030 41.20 k 33.47  | 1.520    59.973    78.032    0.6774    0.3000 | 1.597    28.500    0.422 | 1.672     25.000    0.350 |  5 hr 56 min 
0.00030 41.40 k 33.63  | 1.577    58.895    78.167    0.6678    0.3000 | 1.592    29.600    0.437 | 1.579     40.000    0.446 |  6 hr 00 min 
0.00030 41.60 k 33.80  | 1.493    59.838    79.650    0.6763    0.3000 | 1.638    28.200    0.393 | 1.549     30.000    0.392 |  6 hr 04 min 
0.00030 41.80 k 33.96  | 1.580    54.717    74.124    0.6286    0.3000 | 1.481    31.200    0.480 | 1.525     25.000    0.400 |  6 hr 08 min 
0.00030 42.00 k 34.12  | 1.491    48.383    78.032    0.6192    0.4000 | 1.533    29.600    0.447 | 1.495     30.000    0.410 |  6 hr 12 min 
0.00030 42.20 k 34.28  | 1.498    59.704    78.167    0.6697    0.3000 | 1.596    29.900    0.434 | 1.675     30.000    0.425 |  6 hr 15 min 
0.00030 42.40 k 34.44  | 1.541    61.995    79.784    0.6923    0.3000 | 1.593    29.300    0.427 | 1.582     30.000    0.429 |  6 hr 19 min 
0.00030 42.60 k 34.61  | 1.496    63.747    82.075    0.7112    0.3000 | 1.603    28.100    0.417 | 1.644     25.000    0.392 |  6 hr 23 min 
0.00030 42.80 k 34.77  | 1.529    56.739    73.989    0.6334    0.3000 | 1.453    32.700    0.502 | 1.377     45.000    0.535 |  6 hr 27 min 
0.00030 43.00 k 34.93  | 1.493    57.951    79.245    0.6613    0.3000 | 1.506    31.200    0.475 | 1.509     30.000    0.467 |  6 hr 31 min 
0.00030 43.20 k 35.09  | 1.512    56.873    74.798    0.6411    0.3000 | 1.544    30.400    0.449 | 1.468     30.000    0.492 |  6 hr 34 min 
0.00030 43.40 k 35.26  | 1.521    59.838    78.167    0.6752    0.3000 | 1.580    28.800    0.425 | 1.600     25.000    0.375 |  6 hr 38 min 
0.00030 43.60 k 35.42  | 1.513    59.299    76.819    0.6632    0.3000 | 1.588    28.100    0.415 | 1.566     30.000    0.442 |  6 hr 42 min 
0.00030 43.80 k 35.58  | 1.523    58.895    76.685    0.6624    0.3000 | 1.448    33.400    0.512 | 1.403     35.000    0.525 |  6 hr 46 min 
0.00030 44.00 k 35.74  | 1.492    55.795    74.663    0.6317    0.3000 | 1.527    30.400    0.454 | 1.509     25.000    0.442 |  6 hr 50 min 
0.00030 44.20 k 35.91  | 1.523    57.817    74.663    0.6445    0.3000 | 1.518    31.200    0.463 | 1.476     35.000    0.512 |  6 hr 54 min 
0.00030 44.40 k 36.07  | 1.463    57.682    78.571    0.6612    0.3000 | 1.548    29.900    0.442 | 1.500     30.000    0.487 |  6 hr 58 min 
0.00030 44.60 k 36.23  | 1.460    58.086    75.606    0.6504    0.3000 | 1.581    28.400    0.410 | 1.594     30.000    0.368 |  7 hr 01 min 
0.00030 44.80 k 36.39  | 1.449    50.270    79.245    0.6337    0.4000 | 1.461    32.500    0.495 | 1.492     30.000    0.438 |  7 hr 05 min 
0.00030 45.00 k 36.56  | 1.460    51.617    81.132    0.6506    0.4000 | 1.469    33.100    0.493 | 1.728     25.000    0.335 |  7 hr 09 min 
0.00030 45.20 k 36.72  | 1.463    59.973    80.458    0.6800    0.3000 | 1.541    29.600    0.445 | 1.632     25.000    0.402 |  7 hr 13 min 
0.00030 45.40 k 36.88  | 1.469    50.135    83.962    0.6534    0.4000 | 1.565    28.800    0.420 | 1.572     30.000    0.412 |  7 hr 17 min 
0.00030 45.60 k 37.04  | 1.479    64.555    82.615    0.7222    0.3000 | 1.576    28.600    0.419 | 1.555     30.000    0.402 |  7 hr 21 min 
0.00030 45.80 k 37.21  | 1.458    48.383    83.962    0.6449    0.4000 | 1.455    32.300    0.502 | 1.542     25.000    0.425 |  7 hr 25 min 
0.00030 46.00 k 37.37  | 1.499    58.625    76.146    0.6540    0.3000 | 1.460    33.000    0.488 | 1.423     40.000    0.575 |  7 hr 28 min 
0.00030 46.20 k 37.53  | 1.501    56.873    71.833    0.6316    0.3000 | 1.555    29.600    0.432 | 1.698     25.000    0.400 |  7 hr 32 min 
0.00030 46.40 k 37.69  | 1.465    64.151    80.728    0.7074    0.3000 | 1.553    29.600    0.430 | 1.633     25.000    0.374 |  7 hr 36 min 
0.00030 46.60 k 37.86  | 1.474    59.030    76.146    0.6561    0.3000 | 1.573    29.700    0.424 | 1.558     25.000    0.458 |  7 hr 40 min 
0.00030 46.80 k 38.02  | 1.462    49.596    82.884    0.6477    0.4000 | 1.429    33.800    0.520 | 1.340     40.000    0.577 |  7 hr 44 min 
0.00030 47.00 k 38.18  | 1.454    57.817    75.606    0.6474    0.3000 | 1.478    33.400    0.484 | 1.529     30.000    0.500 |  7 hr 47 min 
0.00030 47.20 k 38.34  | 1.473    47.978    80.863    0.6301    0.4000 | 1.520    30.700    0.457 | 1.559     30.000    0.439 |  7 hr 51 min 
0.00030 47.40 k 38.51  | 1.471    49.596    81.132    0.6399    0.4000 | 1.533    29.800    0.441 | 1.456     30.000    0.467 |  7 hr 55 min 
0.00030 47.60 k 38.67  | 1.450    60.108    78.167    0.6705    0.3000 | 1.560    30.600    0.437 | 1.589     30.000    0.400 |  7 hr 59 min 
0.00030 47.80 k 38.83  | 1.468    47.978    81.132    0.6321    0.4000 | 1.458    33.300    0.503 | 1.405     30.000    0.492 |  8 hr 03 min 
0.00030 48.00 k 38.99  | 1.440    54.447    80.863    0.6625    0.4000 | 1.475    33.200    0.490 | 1.403     40.000    0.550 |  8 hr 06 min 
0.00030 48.20 k 39.16  | 1.458    51.213    81.402    0.6518    0.4000 | 1.508    31.100    0.455 | 1.463     30.000    0.487 |  8 hr 10 min 
0.00030 48.40 k 39.32  | 1.522    57.951    70.755    0.6281    0.3000 | 1.540    30.300    0.437 | 1.612     25.000    0.375 |  8 hr 14 min 
0.00030 48.60 k 39.48  | 1.429    50.539    87.332    0.6756    0.4000 | 1.530    29.800    0.446 | 1.485     25.000    0.467 |  8 hr 18 min 
0.00030 48.80 k 39.64  | 1.484    48.518    80.593    0.6284    0.4000 | 1.427    33.700    0.521 | 1.416     30.000    0.489 |  8 hr 22 min 
0.00030 49.00 k 39.81  | 1.474    49.057    80.997    0.6329    0.4000 | 1.469    33.000    0.495 | 1.499     35.000    0.442 |  8 hr 25 min 
0.00030 49.20 k 39.97  | 1.445    52.965    80.593    0.6561    0.4000 | 1.458    34.100    0.493 | 1.520     30.000    0.375 |  8 hr 29 min 
0.00030 49.40 k 40.13  | 1.445    53.774    81.671    0.6646    0.4000 | 1.525    32.500    0.452 | 1.584     30.000    0.338 |  8 hr 33 min 
0.00030 49.60 k 40.29  | 1.460    61.725    75.741    0.6732    0.3000 | 1.539    29.000    0.430 | 1.619     25.000    0.425 |  8 hr 37 min 
0.00030 49.80 k 40.46  | 1.449    51.348    83.558    0.6569    0.4000 | 1.424    34.200    0.514 | 1.414     40.000    0.567 |  8 hr 41 min 
0.00030 50.00 k 40.62  | 1.450    50.000    82.210    0.6432    0.4000 | 1.467    33.200    0.486 | 1.526     30.000    0.455 |  8 hr 45 min 
0.00030 50.20 k 40.78  | 1.451    51.213    82.345    0.6530    0.4000 | 1.509    31.000    0.458 | 1.641     25.000    0.350 |  8 hr 48 min 
0.00030 50.40 k 40.94  | 1.484    58.491    73.450    0.6447    0.3000 | 1.519    30.900    0.450 | 1.435     45.000    0.533 |  8 hr 52 min 
0.00030 50.60 k 41.11  | 1.451    51.482    83.558    0.6586    0.4000 | 1.539    29.700    0.426 | 1.550     25.000    0.435 |  8 hr 56 min 
0.00030 50.80 k 41.27  | 1.426    52.156    83.693    0.6666    0.4000 | 1.428    32.900    0.516 | 1.346     35.000    0.579 |  9 hr 00 min 
0.00030 51.00 k 41.43  | 1.424    55.795    80.189    0.6659    0.4000 | 1.436    34.800    0.508 | 1.470     35.000    0.500 |  9 hr 04 min 
0.00030 51.20 k 41.59  | 1.416    56.199    81.402    0.6792    0.4000 | 1.471    34.100    0.488 | 1.371     35.000    0.575 |  9 hr 07 min 
0.00030 51.40 k 41.76  | 1.421    51.887    84.232    0.6697    0.4000 | 1.511    32.600    0.461 | 1.582     35.000    0.425 |  9 hr 11 min 
0.00030 51.60 k 41.92  | 1.472    60.782    76.685    0.6734    0.3000 | 1.541    31.400    0.431 | 1.589     25.000    0.350 |  9 hr 15 min 
0.00030 51.80 k 42.08  | 1.435    59.973    73.720    0.6517    0.3000 | 1.383    37.800    0.559 | 1.460     35.000    0.475 |  9 hr 19 min 
0.00030 52.00 k 42.24  | 1.447    49.326    79.650    0.6332    0.4000 | 1.459    33.500    0.486 | 1.371     45.000    0.621 |  9 hr 23 min 
0.00030 52.20 k 42.41  | 1.446    51.348    80.863    0.6485    0.4000 | 1.502    32.900    0.460 | 1.446     35.000    0.425 |  9 hr 27 min 
0.00030 52.40 k 42.57  | 1.481    56.604    71.968    0.6278    0.3000 | 1.495    31.400    0.457 | 1.608     30.000    0.412 |  9 hr 30 min 
0.00030 52.60 k 42.73  | 1.438    50.809    85.984    0.6710    0.4000 | 1.521    29.900    0.435 | 1.472     30.000    0.510 |  9 hr 34 min 
0.00030 52.80 k 42.89  | 1.430    51.752    82.210    0.6538    0.4000 | 1.430    35.700    0.521 | 1.235     55.000    0.700 |  9 hr 38 min 
0.00030 53.00 k 43.06  | 1.426    53.504    82.884    0.6654    0.4000 | 1.431    34.600    0.502 | 1.499     35.000    0.483 |  9 hr 42 min 
0.00030 53.20 k 43.22  | 1.432    52.561    82.480    0.6588    0.4000 | 1.462    33.600    0.479 | 1.320     30.000    0.568 |  9 hr 46 min 
0.00030 53.40 k 43.38  | 1.422    55.660    82.749    0.6783    0.4000 | 1.517    31.300    0.440 | 1.529     35.000    0.483 |  9 hr 50 min 
0.00030 53.60 k 43.54  | 1.441    52.022    83.827    0.6662    0.4000 | 1.523    31.000    0.437 | 1.508     30.000    0.400 |  9 hr 53 min 
0.00030 53.80 k 43.71  | 1.429    53.908    82.075    0.6665    0.4000 | 1.395    36.500    0.547 | 1.511     35.000    0.450 |  9 hr 57 min 
0.00030 54.00 k 43.87  | 1.418    52.830    82.749    0.6644    0.4000 | 1.441    33.600    0.498 | 1.253     40.000    0.650 | 10 hr 01 min 
0.00030 54.20 k 44.03  | 1.395    57.278    83.693    0.6922    0.4000 | 1.460    34.200    0.486 | 1.519     30.000    0.388 | 10 hr 05 min 
0.00030 54.40 k 44.19  | 1.412    54.313    85.714    0.6870    0.4000 | 1.503    32.000    0.445 | 1.482     35.000    0.510 | 10 hr 09 min 
0.00030 54.60 k 44.36  | 1.410    51.887    88.814    0.6900    0.4000 | 1.503    31.800    0.451 | 1.502     30.000    0.500 | 10 hr 13 min 
0.00030 54.80 k 44.52  | 1.412    54.043    82.480    0.6671    0.4000 | 1.407    36.100    0.525 | 1.485     25.000    0.438 | 10 hr 17 min 
0.00030 55.00 k 44.68  | 1.401    56.199    80.863    0.6735    0.4000 | 1.425    35.700    0.517 | 1.328     40.000    0.600 | 10 hr 20 min 
0.00030 55.20 k 44.84  | 1.414    56.873    80.863    0.6778    0.4000 | 1.462    33.300    0.478 | 1.494     40.000    0.463 | 10 hr 24 min 
0.00030 55.40 k 45.01  | 1.430    54.313    82.615    0.6748    0.4000 | 1.487    31.300    0.456 | 1.711     25.000    0.350 | 10 hr 28 min 
0.00030 55.60 k 45.17  | 1.413    51.348    86.388    0.6772    0.4000 | 1.511    30.900    0.443 | 1.503     25.000    0.414 | 10 hr 32 min 
0.00030 55.80 k 45.33  | 1.411    54.178    85.714    0.6808    0.4000 | 1.385    37.100    0.550 | 1.298     45.000    0.621 | 10 hr 36 min 
0.00030 56.00 k 45.49  | 1.421    55.795    82.480    0.6785    0.4000 | 1.444    35.600    0.507 | 1.468     45.000    0.583 | 10 hr 40 min 
0.00030 56.20 k 45.66  | 1.415    58.221    82.884    0.6936    0.4000 | 1.467    34.100    0.477 | 1.454     45.000    0.550 | 10 hr 43 min 
0.00030 56.40 k 45.82  | 1.406    56.739    85.714    0.7005    0.4000 | 1.477    32.200    0.456 | 1.469     25.000    0.463 | 10 hr 47 min 
0.00030 56.60 k 45.98  | 1.404    57.682    88.814    0.7186    0.4000 | 1.508    32.400    0.444 | 1.562     30.000    0.450 | 10 hr 51 min 
0.00030 56.80 k 46.14  | 1.406    55.526    85.714    0.6893    0.4000 | 1.385    37.600    0.545 | 1.299     40.000    0.579 | 10 hr 55 min 
0.00030 57.00 k 46.31  | 1.422    52.022    85.040    0.6704    0.4000 | 1.416    35.900    0.519 | 1.344     35.000    0.550 | 10 hr 59 min 
