 start_time :2020-01-12 19:38:49 
 batch_size :5 
  start from22600, l_rate =0.0003 
freeze=True, batch_size=5, min_num_class=0 
 rate     iter   epoch  | valid   top@1    top@5    map@5  | train    top@1    top@5    map@5 | batch    top@1    top@5    map@5 |  time          
0.00030 57.20 k 46.47  | 1.395    58.221    84.367    0.7013    0.4000 | 1.434    36.500    0.496 | 1.364     45.000    0.592 | 11 hr 02 min 
0.00030 57.40 k 46.63  | 1.394    57.817    85.714    0.7053    0.4000 | 1.476    33.000    0.457 | 1.451     35.000    0.458 | 11 hr 06 min 
0.00030 57.60 k 46.79  | 1.388    57.278    87.466    0.7113    0.4000 | 1.511    30.400    0.430 | 1.622     25.000    0.425 | 11 hr 10 min 
0.00030 57.80 k 46.96  | 1.390    56.469    84.906    0.6949    0.4000 | 1.374    37.500    0.548 | 1.415     35.000    0.537 | 11 hr 14 min 
0.00030 58.00 k 47.12  | 1.390    56.469    85.984    0.6974    0.4000 | 1.426    34.800    0.500 | 1.525     25.000    0.398 | 11 hr 18 min 
0.00030 58.20 k 47.28  | 1.420    55.930    81.671    0.6766    0.4000 | 1.442    35.200    0.494 | 1.518     25.000    0.352 | 11 hr 22 min 
0.00030 58.40 k 47.44  | 1.394    59.704    85.714    0.7158    0.4000 | 1.482    33.000    0.459 | 1.600     25.000    0.300 | 11 hr 25 min 
0.00030 58.60 k 47.61  | 1.385    58.356    88.140    0.7178    0.4000 | 1.488    32.100    0.438 | 1.477     30.000    0.425 | 11 hr 29 min 
0.00030 58.80 k 47.77  | 1.388    59.164    84.906    0.7019    0.4000 | 1.371    40.300    0.553 | 1.404     45.000    0.550 | 11 hr 33 min 
0.00030 59.00 k 47.93  | 1.395    59.164    79.650    0.6821    0.4000 | 1.420    35.700    0.500 | 1.407     40.000    0.512 | 11 hr 37 min 
0.00030 59.20 k 48.09  | 1.398    59.704    80.863    0.6929    0.4000 | 1.432    37.600    0.501 | 1.387     45.000    0.600 | 11 hr 41 min 
0.00030 59.40 k 48.26  | 1.396    61.995    83.558    0.7172    0.4000 | 1.481    34.100    0.469 | 1.442     40.000    0.500 | 11 hr 45 min 
0.00030 59.60 k 48.42  | 1.398    58.086    89.084    0.7219    0.4000 | 1.486    31.100    0.446 | 1.559     30.000    0.375 | 11 hr 48 min 
0.00030 59.80 k 48.58  | 1.398    59.030    85.580    0.7051    0.4000 | 1.366    39.800    0.558 | 1.409     45.000    0.575 | 11 hr 52 min 
0.00030 60.00 k 48.74  | 1.387    59.434    84.636    0.7067    0.4000 | 1.394    39.100    0.536 | 1.398     40.000    0.496 | 11 hr 56 min 
0.00030 60.20 k 48.91  | 1.386    61.456    82.615    0.7055    0.4000 | 1.425    34.900    0.489 | 1.338     50.000    0.575 | 12 hr 00 min 
0.00030 60.40 k 49.07  | 1.381    64.286    86.119    0.7420    0.4000 | 1.461    33.600    0.466 | 1.538     40.000    0.463 | 12 hr 04 min 
0.00030 60.60 k 49.23  | 1.378    63.881    89.084    0.7513    0.4000 | 1.491    32.000    0.437 | 1.511     35.000    0.458 | 12 hr 08 min 
0.00030 60.80 k 49.39  | 1.370    64.420    85.984    0.7371    0.4000 | 1.364    39.200    0.562 | 1.398     40.000    0.521 | 12 hr 12 min 
0.00030 61.00 k 49.56  | 1.370    64.286    84.501    0.7331    0.4000 | 1.398    38.700    0.536 | 1.451     35.000    0.512 | 12 hr 15 min 
0.00030 61.20 k 49.72  | 1.373    64.151    85.849    0.7353    0.4000 | 1.425    38.700    0.519 | 1.416     40.000    0.489 | 12 hr 19 min 
0.00030 61.40 k 49.88  | 1.371    66.038    85.040    0.7443    0.4000 | 1.461    35.800    0.480 | 1.396     45.000    0.575 | 12 hr 23 min 
0.00030 61.60 k 50.04  | 1.364    64.286    90.027    0.7544    0.4000 | 1.473    33.100    0.448 | 1.600     30.000    0.375 | 12 hr 27 min 
0.00030 61.80 k 50.21  | 1.364    63.881    87.062    0.7388    0.4000 | 1.350    41.600    0.572 | 1.344     40.000    0.550 | 12 hr 31 min 
0.00030 62.00 k 50.37  | 1.363    66.712    86.658    0.7547    0.4000 | 1.397    38.700    0.524 | 1.494     40.000    0.487 | 12 hr 34 min 
0.00030 62.20 k 50.53  | 1.372    64.420    85.714    0.7395    0.4000 | 1.426    37.100    0.495 | 1.241     55.000    0.692 | 12 hr 38 min 
0.00030 62.40 k 50.69  | 1.364    67.251    85.849    0.7525    0.4000 | 1.435    35.700    0.482 | 1.446     25.000    0.475 | 12 hr 42 min 
0.00030 62.60 k 50.86  | 1.369    67.251    87.062    0.7587    0.4000 | 1.451    36.100    0.471 | 1.417     30.000    0.417 | 12 hr 46 min 
0.00030 62.80 k 51.02  | 1.364    66.173    85.849    0.7456    0.4000 | 1.349    43.600    0.587 | 1.424     40.000    0.542 | 12 hr 50 min 
0.00030 63.00 k 51.18  | 1.365    67.116    84.367    0.7419    0.4000 | 1.397    40.700    0.540 | 1.319     40.000    0.567 | 12 hr 53 min 
0.00030 63.20 k 51.34  | 1.370    66.307    83.019    0.7333    0.4000 | 1.418    38.100    0.503 | 1.425     40.000    0.489 | 12 hr 57 min 
0.00030 63.40 k 51.50  | 1.371    67.790    86.792    0.7616    0.4000 | 1.434    34.900    0.474 | 1.429     25.000    0.438 | 13 hr 01 min 
0.00030 63.60 k 51.67  | 1.367    68.059    88.544    0.7717    0.4000 | 1.462    34.700    0.451 | 1.399     40.000    0.533 | 13 hr 05 min 
0.00030 63.80 k 51.83  | 1.360    66.173    84.232    0.7353    0.4000 | 1.356    42.100    0.579 | 1.297     40.000    0.592 | 13 hr 09 min 
0.00030 64.00 k 51.99  | 1.367    67.520    82.615    0.7377    0.4000 | 1.375    41.300    0.547 | 1.293     40.000    0.602 | 13 hr 13 min 
0.00030 64.20 k 52.15  | 1.367    67.655    85.175    0.7518    0.4000 | 1.402    38.700    0.518 | 1.365     45.000    0.558 | 13 hr 16 min 
0.00030 64.40 k 52.32  | 1.364    70.081    87.332    0.7747    0.4000 | 1.452    34.600    0.467 | 1.425     30.000    0.492 | 13 hr 20 min 
0.00030 64.60 k 52.48  | 1.356    72.372    89.084    0.7928    0.4000 | 1.450    35.900    0.473 | 1.418     45.000    0.525 | 13 hr 24 min 
0.00030 64.80 k 52.64  | 1.348    69.677    85.849    0.7625    0.4000 | 1.350    43.000    0.571 | 1.395     45.000    0.542 | 13 hr 28 min 
0.00030 65.00 k 52.80  | 1.357    65.903    85.175    0.7397    0.4000 | 1.388    41.200    0.539 | 1.315     50.000    0.588 | 13 hr 31 min 
0.00030 65.20 k 52.97  | 1.361    68.598    84.097    0.7482    0.4000 | 1.423    37.500    0.491 | 1.434     50.000    0.500 | 13 hr 35 min 
0.00030 65.40 k 53.13  | 1.348    71.563    88.140    0.7859    0.4000 | 1.439    36.300    0.477 | 1.481     30.000    0.425 | 13 hr 39 min 
0.00030 65.60 k 53.29  | 1.337    73.854    90.162    0.8086    0.4000 | 1.443    36.900    0.477 | 1.440     40.000    0.467 | 13 hr 43 min 
0.00030 65.80 k 53.45  | 1.347    69.272    87.871    0.7694    0.4000 | 1.360    45.000    0.581 | 1.251     50.000    0.671 | 13 hr 46 min 
0.00030 66.00 k 53.62  | 1.355    67.251    85.310    0.7507    0.4000 | 1.383    43.300    0.554 | 1.487     30.000    0.392 | 13 hr 50 min 
0.00030 66.20 k 53.78  | 1.346    69.137    85.175    0.7589    0.4000 | 1.428    40.200    0.514 | 1.424     35.000    0.512 | 13 hr 54 min 
0.00030 66.40 k 53.94  | 1.352    71.563    87.601    0.7853    0.4000 | 1.418    39.400    0.501 | 1.450     50.000    0.575 | 13 hr 58 min 
0.00030 66.60 k 54.10  | 1.349    76.415    91.644    0.8323    0.4000 | 1.448    35.700    0.462 | 1.405     45.000    0.477 | 14 hr 02 min 
0.00030 66.80 k 54.27  | 1.351    68.464    86.792    0.7616    0.4000 | 1.343    45.400    0.594 | 1.238     55.000    0.692 | 14 hr 05 min 
0.00030 67.00 k 54.43  | 1.359    64.960    82.884    0.7224    0.4000 | 1.389    42.200    0.540 | 1.281     45.000    0.633 | 14 hr 09 min 
0.00030 67.20 k 54.59  | 1.352    68.464    83.423    0.7487    0.4000 | 1.403    40.900    0.515 | 1.385     50.000    0.560 | 14 hr 13 min 
0.00030 67.40 k 54.75  | 1.342    69.811    84.636    0.7598    0.4000 | 1.426    39.200    0.490 | 1.387     35.000    0.492 | 14 hr 17 min 
0.00030 67.60 k 54.92  | 1.339    73.046    88.679    0.7944    0.4000 | 1.450    38.000    0.468 | 1.510     35.000    0.408 | 14 hr 20 min 
0.00030 67.80 k 55.08  | 1.333    66.712    87.197    0.7504    0.4000 | 1.342    45.300    0.588 | 1.376     55.000    0.625 | 14 hr 24 min 
0.00030 68.00 k 55.24  | 1.329    65.499    84.636    0.7347    0.4000 | 1.359    43.300    0.564 | 1.399     35.000    0.492 | 14 hr 28 min 
0.00030 68.20 k 55.40  | 1.343    67.385    83.288    0.7380    0.4000 | 1.417    40.300    0.511 | 1.524     25.000    0.392 | 14 hr 32 min 
0.00030 68.40 k 55.57  | 1.345    69.542    84.906    0.7606    0.4000 | 1.437    38.600    0.493 | 1.332     45.000    0.550 | 14 hr 36 min 
0.00030 68.60 k 55.73  | 1.341    70.350    87.062    0.7737    0.4000 | 1.424    39.800    0.500 | 1.496     25.000    0.417 | 14 hr 39 min 
0.00030 68.80 k 55.89  | 1.341    63.477    82.345    0.7124    0.4000 | 1.369    45.200    0.578 | 1.463     50.000    0.575 | 14 hr 43 min 
0.00030 69.00 k 56.05  | 1.342    60.108    82.884    0.6939    0.4000 | 1.382    42.900    0.545 | 1.399     50.000    0.575 | 14 hr 47 min 
0.00030 69.20 k 56.22  | 1.341    67.520    84.906    0.7465    0.4000 | 1.414    39.000    0.499 | 1.359     40.000    0.512 | 14 hr 51 min 
0.00030 69.40 k 56.38  | 1.340    71.833    86.792    0.7774    0.4000 | 1.425    40.300    0.506 | 1.502     30.000    0.375 | 14 hr 54 min 
0.00030 69.60 k 56.54  | 1.350    66.307    86.253    0.7444    0.4000 | 1.433    39.600    0.497 | 1.336     40.000    0.560 | 14 hr 58 min 
0.00030 69.80 k 56.70  | 1.342    64.016    87.197    0.7283    0.4000 | 1.332    48.000    0.604 | 1.375     50.000    0.613 | 15 hr 02 min 
0.00030 70.00 k 56.87  | 1.346    62.264    83.288    0.7069    0.4000 | 1.378    44.400    0.550 | 1.326     40.000    0.563 | 15 hr 06 min 
0.00030 70.20 k 57.03  | 1.346    65.364    83.154    0.7271    0.4000 | 1.381    44.600    0.558 | 1.365     45.000    0.575 | 15 hr 10 min 
0.00030 70.40 k 57.19  | 1.344    63.612    85.580    0.7241    0.4000 | 1.414    40.800    0.509 | 1.408     50.000    0.554 | 15 hr 14 min 
0.00030 70.60 k 57.35  | 1.345    64.420    86.658    0.7353    0.4000 | 1.463    36.300    0.444 | 1.476     35.000    0.467 | 15 hr 17 min 
0.00030 70.80 k 57.52  | 1.346    61.321    83.019    0.6973    0.4000 | 1.347    47.500    0.594 | 1.287     50.000    0.642 | 15 hr 21 min 
0.00030 71.00 k 57.68  | 1.338    61.725    82.749    0.7009    0.4000 | 1.381    42.200    0.543 | 1.329     50.000    0.575 | 15 hr 25 min 
0.00030 71.20 k 57.84  | 1.339    58.356    81.132    0.6675    0.4000 | 1.387    42.600    0.538 | 1.373     45.000    0.554 | 15 hr 29 min 
0.00030 71.40 k 58.00  | 1.336    60.916    83.019    0.6944    0.4000 | 1.407    43.000    0.519 | 1.374     45.000    0.550 | 15 hr 32 min 
0.00030 71.60 k 58.17  | 1.331    61.456    83.288    0.6993    0.4000 | 1.440    39.300    0.481 | 1.537     40.000    0.475 | 15 hr 36 min 
0.00030 71.80 k 58.33  | 1.329    60.647    82.749    0.6892    0.4000 | 1.346    49.300    0.603 | 1.328     55.000    0.642 | 15 hr 40 min 
0.00030 72.00 k 58.49  | 1.333    47.305    82.884    0.6367    0.5000 | 1.364    46.000    0.575 | 1.323     45.000    0.596 | 15 hr 44 min 
0.00030 72.20 k 58.65  | 1.336    60.512    82.480    0.6909    0.4000 | 1.394    43.200    0.525 | 1.327     40.000    0.564 | 15 hr 47 min 
0.00030 72.40 k 58.82  | 1.347    55.256    79.784    0.6437    0.4000 | 1.428    41.800    0.507 | 1.352     45.000    0.525 | 15 hr 51 min 
0.00030 72.60 k 58.98  | 1.343    55.526    81.671    0.6500    0.4000 | 1.408    41.300    0.512 | 1.409     30.000    0.435 | 15 hr 55 min 
0.00030 72.80 k 59.14  | 1.344    45.418    84.097    0.6326    0.5000 | 1.339    49.400    0.608 | 1.372     45.000    0.475 | 15 hr 59 min 
