 start_time :2020-01-20 13:02:13 
 batch_size :5 
  start from11000, l_rate =0.0003 
freeze=True, batch_size=5, min_num_class=0 
 rate     iter   epoch  | valid   top@1    top@5    map@5  | train    top@1    top@5    map@5 | batch    top@1    top@5    map@5 |  time          
0.00030 16.60 k 12.58  | 1.529    60.512    80.997    0.6874    0.3000 | 1.629    28.400    0.424 | 1.464     30.000    0.492 |  1 hr 42 min 
0.00030 16.80 k 12.73  | 1.508    61.456    81.267    0.6957    0.3000 | 1.635    28.600    0.413 | 1.742     25.000    0.335 |  1 hr 45 min 
0.00030 17.00 k 12.88  | 1.516    64.825    82.075    0.7160    0.3000 | 1.669    27.300    0.398 | 1.644     25.000    0.389 |  1 hr 49 min 
0.00030 17.20 k 13.03  | 1.527    57.547    77.224    0.6495    0.3000 | 1.558    29.900    0.463 | 1.383     35.000    0.579 |  1 hr 52 min 
0.00030 17.40 k 13.19  | 1.531    55.121    77.358    0.6379    0.3000 | 1.572    29.500    0.445 | 1.492     30.000    0.472 |  1 hr 56 min 
0.00030 17.60 k 13.34  | 1.523    58.491    78.841    0.6648    0.3000 | 1.611    29.000    0.415 | 1.743     25.000    0.325 |  1 hr 59 min 
0.00030 17.80 k 13.49  | 1.505    61.995    83.827    0.7080    0.3000 | 1.623    28.100    0.413 | 1.600     30.000    0.467 |  2 hr 03 min 
0.00030 18.00 k 13.64  | 1.493    58.760    82.075    0.6784    0.3000 | 1.633    28.000    0.402 | 1.665     30.000    0.400 |  2 hr 07 min 
0.00030 18.20 k 13.79  | 1.492    52.830    77.493    0.6258    0.3000 | 1.508    30.500    0.484 | 1.600     30.000    0.417 |  2 hr 10 min 
0.00030 18.40 k 13.94  | 1.493    54.447    74.528    0.6214    0.3000 | 1.550    30.700    0.463 | 1.603     30.000    0.418 |  2 hr 14 min 
0.00030 18.60 k 14.09  | 1.488    56.873    78.437    0.6530    0.3000 | 1.582    30.000    0.429 | 1.537     40.000    0.542 |  2 hr 17 min 
0.00030 18.80 k 14.25  | 1.475    58.086    80.054    0.6668    0.3000 | 1.610    27.900    0.409 | 1.514     30.000    0.467 |  2 hr 21 min 
0.00030 19.00 k 14.40  | 1.472    61.186    84.367    0.7000    0.3000 | 1.596    29.200    0.410 | 1.696     30.000    0.417 |  2 hr 24 min 
0.00030 19.20 k 14.55  | 1.463    45.957    81.671    0.6226    0.4000 | 1.512    30.800    0.470 | 1.615     25.000    0.350 |  2 hr 28 min 
0.00030 19.40 k 14.70  | 1.468    47.844    80.323    0.6266    0.4000 | 1.525    29.400    0.446 | 1.391     30.000    0.517 |  2 hr 32 min 
0.00030 19.60 k 14.85  | 1.463    47.170    80.728    0.6216    0.4000 | 1.557    30.300    0.441 | 1.583     25.000    0.402 |  2 hr 35 min 
0.00030 19.80 k 15.00  | 1.452    48.383    82.480    0.6379    0.4000 | 1.569    29.500    0.416 | 1.598     25.000    0.354 |  2 hr 39 min 
0.00030 20.00 k 15.16  | 1.456    43.935    86.119    0.6307    0.4000 | 1.584    28.900    0.419 | 1.630     30.000    0.404 |  2 hr 42 min 
0.00030 20.20 k 15.31  | 1.447    49.057    79.919    0.6300    0.4000 | 1.474    31.500    0.486 | 1.357     40.000    0.552 |  2 hr 46 min 
0.00030 20.40 k 15.46  | 1.460    46.226    80.189    0.6187    0.4000 | 1.510    31.700    0.470 | 1.499     30.000    0.438 |  2 hr 50 min 
0.00030 20.60 k 15.61  | 1.465    49.326    78.571    0.6255    0.4000 | 1.521    32.100    0.452 | 1.562     30.000    0.400 |  2 hr 53 min 
0.00030 20.80 k 15.76  | 1.451    48.248    82.884    0.6386    0.4000 | 1.573    30.400    0.423 | 1.402     45.000    0.542 |  2 hr 57 min 
0.00030 21.00 k 15.91  | 1.449    46.361    85.445    0.6424    0.4000 | 1.577    29.400    0.422 | 1.666     25.000    0.362 |  3 hr 00 min 
0.00030 21.20 k 16.06  | 1.452    48.922    82.075    0.6337    0.4000 | 1.458    34.000    0.501 | 1.470     40.000    0.517 |  3 hr 04 min 
0.00030 21.40 k 16.22  | 1.466    48.922    78.706    0.6231    0.4000 | 1.499    30.600    0.460 | 1.434     30.000    0.492 |  3 hr 08 min 
0.00030 21.60 k 16.37  | 1.457    49.730    81.671    0.6403    0.4000 | 1.509    31.400    0.456 | 1.578     25.000    0.345 |  3 hr 11 min 
0.00030 21.80 k 16.52  | 1.447    50.135    84.501    0.6562    0.4000 | 1.541    30.500    0.431 | 1.606     30.000    0.372 |  3 hr 15 min 
0.00030 22.00 k 16.67  | 1.438    47.978    86.658    0.6554    0.4000 | 1.543    29.000    0.419 | 1.647     25.000    0.325 |  3 hr 18 min 
0.00030 22.20 k 16.82  | 1.436    51.887    79.245    0.6359    0.4000 | 1.451    35.000    0.507 | 1.383     40.000    0.552 |  3 hr 22 min 
0.00030 22.40 k 16.97  | 1.424    55.391    79.515    0.6595    0.4000 | 1.444    35.100    0.505 | 1.232     45.000    0.654 |  3 hr 25 min 
0.00030 22.60 k 17.13  | 1.422    55.526    81.132    0.6694    0.4000 | 1.489    32.500    0.467 | 1.561     25.000    0.425 |  3 hr 29 min 
0.00030 22.80 k 17.28  | 1.421    56.604    83.693    0.6878    0.4000 | 1.515    31.300    0.440 | 1.559     35.000    0.377 |  3 hr 32 min 
0.00030 23.00 k 17.43  | 1.411    52.156    87.466    0.6799    0.4000 | 1.554    29.100    0.406 | 1.526     30.000    0.442 |  3 hr 36 min 
0.00030 23.20 k 17.58  | 1.412    55.256    83.019    0.6721    0.4000 | 1.419    36.300    0.513 | 1.432     35.000    0.463 |  3 hr 40 min 
0.00030 23.40 k 17.73  | 1.429    52.022    80.863    0.6485    0.4000 | 1.452    33.900    0.489 | 1.480     35.000    0.483 |  3 hr 43 min 
0.00030 23.60 k 17.88  | 1.417    56.334    81.806    0.6767    0.4000 | 1.480    33.300    0.461 | 1.419     35.000    0.550 |  3 hr 47 min 
0.00030 23.80 k 18.04  | 1.424    53.774    84.097    0.6749    0.4000 | 1.513    32.900    0.439 | 1.533     35.000    0.421 |  3 hr 50 min 
0.00030 24.00 k 18.19  | 1.411    53.639    86.792    0.6838    0.4000 | 1.514    30.600    0.436 | 1.394     35.000    0.521 |  3 hr 54 min 
0.00030 24.20 k 18.34  | 1.419    56.873    78.841    0.6653    0.4000 | 1.435    35.400    0.512 | 1.380     45.000    0.550 |  3 hr 58 min 
0.00030 24.40 k 18.49  | 1.415    57.278    80.997    0.6751    0.4000 | 1.431    35.800    0.500 | 1.438     40.000    0.483 |  4 hr 01 min 
0.00030 24.60 k 18.64  | 1.414    55.930    82.210    0.6742    0.4000 | 1.467    34.000    0.475 | 1.361     40.000    0.575 |  4 hr 05 min 
0.00030 24.80 k 18.79  | 1.410    57.951    81.132    0.6810    0.4000 | 1.487    34.100    0.469 | 1.655     30.000    0.362 |  4 hr 08 min 
0.00030 25.00 k 18.94  | 1.401    54.987    83.962    0.6760    0.4000 | 1.523    31.400    0.430 | 1.621     25.000    0.300 |  4 hr 12 min 
0.00030 25.20 k 19.10  | 1.393    57.412    81.941    0.6756    0.4000 | 1.434    36.600    0.520 | 1.548     25.000    0.417 |  4 hr 16 min 
0.00030 25.40 k 19.25  | 1.391    59.030    82.480    0.6914    0.4000 | 1.451    35.400    0.490 | 1.536     35.000    0.425 |  4 hr 19 min 
0.00030 25.60 k 19.40  | 1.384    61.321    81.132    0.6987    0.4000 | 1.454    34.700    0.478 | 1.485     30.000    0.417 |  4 hr 23 min 
0.00030 25.80 k 19.55  | 1.379    60.647    85.445    0.7138    0.4000 | 1.485    33.800    0.454 | 1.534     25.000    0.367 |  4 hr 26 min 
0.00030 26.00 k 19.70  | 1.391    59.434    86.658    0.7132    0.4000 | 1.512    31.100    0.425 | 1.565     30.000    0.388 |  4 hr 30 min 
0.00030 26.20 k 19.85  | 1.387    60.243    81.267    0.6910    0.4000 | 1.410    36.200    0.517 | 1.236     55.000    0.692 |  4 hr 34 min 
0.00030 26.40 k 20.01  | 1.395    59.299    79.245    0.6739    0.4000 | 1.454    34.900    0.476 | 1.480     30.000    0.438 |  4 hr 37 min 
0.00030 26.60 k 20.16  | 1.403    61.590    80.593    0.6907    0.4000 | 1.458    33.200    0.457 | 1.425     35.000    0.504 |  4 hr 41 min 
0.00030 26.80 k 20.31  | 1.398    62.938    82.749    0.7122    0.4000 | 1.480    33.400    0.451 | 1.581     25.000    0.325 |  4 hr 44 min 
0.00030 27.00 k 20.46  | 1.390    63.881    86.523    0.7331    0.4000 | 1.502    31.700    0.431 | 1.449     25.000    0.445 |  4 hr 48 min 
0.00030 27.20 k 20.61  | 1.373    64.151    81.806    0.7166    0.4000 | 1.405    38.500    0.530 | 1.448     30.000    0.400 |  4 hr 52 min 
0.00030 27.40 k 20.76  | 1.377    64.825    83.288    0.7244    0.4000 | 1.418    37.400    0.504 | 1.322     40.000    0.558 |  4 hr 55 min 
0.00030 27.60 k 20.91  | 1.368    64.825    83.693    0.7263    0.4000 | 1.426    38.100    0.505 | 1.393     30.000    0.500 |  4 hr 59 min 
0.00030 27.80 k 21.07  | 1.379    63.477    83.827    0.7208    0.4000 | 1.465    33.100    0.457 | 1.531     25.000    0.335 |  5 hr 02 min 
0.00030 28.00 k 21.22  | 1.377    65.633    86.253    0.7444    0.4000 | 1.492    32.400    0.438 | 1.497     30.000    0.417 |  5 hr 06 min 
0.00030 28.20 k 21.37  | 1.377    62.668    81.671    0.7028    0.4000 | 1.407    39.100    0.536 | 1.442     35.000    0.537 |  5 hr 10 min 
0.00030 28.40 k 21.52  | 1.372    66.173    84.906    0.7424    0.4000 | 1.428    36.000    0.497 | 1.428     35.000    0.458 |  5 hr 13 min 
0.00030 28.60 k 21.67  | 1.375    63.747    84.097    0.7229    0.4000 | 1.449    34.500    0.476 | 1.473     35.000    0.479 |  5 hr 17 min 
0.00030 28.80 k 21.82  | 1.381    66.038    83.827    0.7351    0.4000 | 1.460    33.900    0.450 | 1.431     30.000    0.460 |  5 hr 20 min 
0.00030 29.00 k 21.98  | 1.374    65.364    85.445    0.7336    0.4000 | 1.482    33.000    0.442 | 1.490     30.000    0.388 |  5 hr 24 min 
0.00030 29.20 k 22.13  | 1.365    64.286    83.154    0.7248    0.4000 | 1.386    41.600    0.547 | 1.359     40.000    0.575 |  5 hr 28 min 
0.00030 29.40 k 22.28  | 1.380    64.555    81.941    0.7172    0.4000 | 1.437    35.900    0.490 | 1.583     25.000    0.317 |  5 hr 31 min 
0.00030 29.60 k 22.43  | 1.372    66.442    81.536    0.7225    0.4000 | 1.439    37.300    0.481 | 1.449     35.000    0.435 |  5 hr 35 min 
0.00030 29.80 k 22.58  | 1.368    67.655    84.501    0.7469    0.4000 | 1.457    34.200    0.450 | 1.582     25.000    0.375 |  5 hr 38 min 
0.00030 30.00 k 22.73  | 1.373    68.598    88.544    0.7662    0.4000 | 1.468    36.600    0.464 | 1.409     45.000    0.500 |  5 hr 42 min 
0.00030 30.20 k 22.88  | 1.369    62.938    82.480    0.7090    0.4000 | 1.412    39.100    0.521 | 1.570     40.000    0.400 |  5 hr 46 min 
0.00030 30.40 k 23.04  | 1.359    64.825    83.693    0.7283    0.4000 | 1.404    42.100    0.527 | 1.362     30.000    0.518 |  5 hr 49 min 
0.00030 30.60 k 23.19  | 1.364    67.251    85.580    0.7458    0.4000 | 1.421    37.900    0.493 | 1.426     35.000    0.525 |  5 hr 53 min 
0.00030 30.80 k 23.34  | 1.374    66.038    83.423    0.7316    0.4000 | 1.466    35.700    0.454 | 1.468     30.000    0.360 |  5 hr 56 min 
0.00030 31.00 k 23.49  | 1.370    69.003    86.119    0.7593    0.4000 | 1.468    35.300    0.456 | 1.563     25.000    0.368 |  6 hr 00 min 
0.00030 31.20 k 23.64  | 1.376    59.434    81.941    0.6855    0.4000 | 1.380    43.500    0.570 | 1.432     40.000    0.533 |  6 hr 03 min 
0.00030 31.40 k 23.79  | 1.382    61.995    81.806    0.7015    0.4000 | 1.417    37.500    0.490 | 1.368     30.000    0.496 |  6 hr 07 min 
0.00030 31.60 k 23.95  | 1.380    63.881    81.806    0.7122    0.4000 | 1.431    36.900    0.480 | 1.501     30.000    0.404 |  6 hr 11 min 
0.00030 31.80 k 24.10  | 1.381    61.725    83.154    0.7061    0.4000 | 1.466    34.900    0.457 | 1.553     40.000    0.450 |  6 hr 14 min 
0.00030 32.00 k 24.25  | 1.384    60.916    85.849    0.7097    0.4000 | 1.477    33.600    0.444 | 1.467     35.000    0.508 |  6 hr 18 min 
0.00030 32.20 k 24.40  | 1.379    60.377    82.345    0.6889    0.4000 | 1.386    43.100    0.550 | 1.388     45.000    0.637 |  6 hr 21 min 
0.00030 32.40 k 24.55  | 1.385    58.221    81.806    0.6735    0.4000 | 1.409    40.500    0.509 | 1.441     40.000    0.522 |  6 hr 25 min 
0.00030 32.60 k 24.70  | 1.374    66.712    83.154    0.7309    0.4000 | 1.443    36.500    0.465 | 1.455     45.000    0.512 |  6 hr 28 min 
0.00030 32.80 k 24.86  | 1.377    58.356    84.097    0.6875    0.4000 | 1.427    37.300    0.487 | 1.449     35.000    0.425 |  6 hr 32 min 
0.00030 33.00 k 25.01  | 1.373    64.960    87.466    0.7426    0.4000 | 1.463    36.600    0.463 | 1.419     35.000    0.452 |  6 hr 36 min 
0.00030 33.20 k 25.16  | 1.363    57.682    83.154    0.6772    0.4000 | 1.365    42.900    0.568 | 1.359     45.000    0.577 |  6 hr 39 min 
0.00030 33.40 k 25.31  | 1.373    56.065    81.402    0.6626    0.4000 | 1.408    41.300    0.518 | 1.425     55.000    0.630 |  6 hr 43 min 
0.00030 33.60 k 25.46  | 1.365    60.108    81.536    0.6850    0.4000 | 1.415    40.300    0.503 | 1.480     40.000    0.452 |  6 hr 46 min 
0.00030 33.80 k 25.61  | 1.368    55.256    80.863    0.6500    0.4000 | 1.452    39.400    0.480 | 1.407     45.000    0.583 |  6 hr 50 min 
0.00030 34.00 k 25.76  | 1.366    58.356    86.119    0.6935    0.4000 | 1.461    35.100    0.450 | 1.390     50.000    0.588 |  6 hr 53 min 
0.00030 34.20 k 25.92  | 1.372    42.453    80.728    0.5978    0.5000 | 1.366    46.400    0.577 | 1.325     55.000    0.608 |  6 hr 57 min 
0.00030 34.40 k 26.07  | 1.361    53.100    78.976    0.6267    0.4000 | 1.402    41.300    0.520 | 1.384     40.000    0.492 |  7 hr 01 min 
0.00030 34.60 k 26.22  | 1.375    54.313    77.493    0.6334    0.4000 | 1.437    39.800    0.493 | 1.384     40.000    0.500 |  7 hr 04 min 
0.00030 34.80 k 26.37  | 1.366    54.447    80.997    0.6470    0.4000 | 1.443    38.000    0.475 | 1.537     35.000    0.467 |  7 hr 08 min 
0.00030 35.00 k 26.52  | 1.370    52.022    79.650    0.6226    0.4000 | 1.455    36.600    0.457 | 1.475     30.000    0.342 |  7 hr 11 min 
0.00030 35.20 k 26.67  | 1.377    42.183    79.380    0.5897    0.5000 | 1.373    46.500    0.584 | 1.352     50.000    0.642 |  7 hr 15 min 
0.00030 35.40 k 26.83  | 1.370    50.539    77.763    0.6048    0.4000 | 1.411    40.000    0.512 | 1.516     25.000    0.358 |  7 hr 19 min 
0.00030 35.60 k 26.98  | 1.371    42.992    81.402    0.6046    0.5000 | 1.418    43.100    0.508 | 1.572     40.000    0.400 |  7 hr 22 min 
0.00030 35.80 k 27.13  | 1.363    55.391    82.615    0.6645    0.4000 | 1.449    37.700    0.466 | 1.524     45.000    0.525 |  7 hr 26 min 
0.00030 36.00 k 27.28  | 1.376    39.353    84.906    0.5994    0.5000 | 1.467    36.500    0.450 | 1.476     30.000    0.425 |  7 hr 29 min 
0.00030 36.20 k 27.43  | 1.371    43.261    82.345    0.6095    0.5000 | 1.382    45.200    0.570 | 1.382     55.000    0.688 |  7 hr 33 min 
0.00030 36.40 k 27.58  | 1.360    42.588    81.402    0.6068    0.5000 | 1.429    40.400    0.507 | 1.554     30.000    0.417 |  7 hr 37 min 
0.00030 36.60 k 27.73  | 1.360    45.553    80.458    0.6211    0.5000 | 1.413    41.400    0.517 | 1.465     35.000    0.508 |  7 hr 40 min 
0.00030 36.80 k 27.89  | 1.363    42.722    81.267    0.6070    0.5000 | 1.444    37.600    0.471 | 1.463     30.000    0.404 |  7 hr 44 min 
0.00030 37.00 k 28.04  | 1.363    41.644    85.310    0.6171    0.5000 | 1.459    36.700    0.449 | 1.399     40.000    0.517 |  7 hr 47 min 
0.00030 37.20 k 28.19  | 1.363    43.666    81.671    0.6116    0.5000 | 1.359    47.000    0.581 | 1.504     30.000    0.350 |  7 hr 51 min 
0.00030 37.40 k 28.34  | 1.374    42.318    79.650    0.5967    0.5000 | 1.415    41.700    0.517 | 1.403     45.000    0.500 |  7 hr 54 min 
0.00030 37.60 k 28.49  | 1.365    42.588    83.288    0.6144    0.5000 | 1.403    41.900    0.520 | 1.313     60.000    0.675 |  7 hr 58 min 
0.00030 37.80 k 28.64  | 1.364    41.105    84.636    0.6114    0.5000 | 1.433    40.800    0.485 | 1.442     45.000    0.508 |  8 hr 02 min 
0.00030 38.00 k 28.80  | 1.364    40.431    85.849    0.6138    0.5000 | 1.462    35.600    0.443 | 1.573     30.000    0.325 |  8 hr 05 min 
0.00030 38.20 k 28.95  | 1.363    42.049    82.345    0.6049    0.5000 | 1.391    44.800    0.565 | 1.351     50.000    0.600 |  8 hr 09 min 
0.00030 38.40 k 29.10  | 1.361    42.992    82.480    0.6113    0.5000 | 1.393    44.000    0.541 | 1.372     55.000    0.622 |  8 hr 12 min 
0.00030 38.60 k 29.25  | 1.358    44.070    80.323    0.6062    0.5000 | 1.427    40.800    0.502 | 1.352     45.000    0.560 |  8 hr 16 min 
0.00030 38.80 k 29.40  | 1.355    41.375    82.749    0.6078    0.5000 | 1.436    39.000    0.473 | 1.426     35.000    0.447 |  8 hr 20 min 
0.00030 39.00 k 29.55  | 1.363    41.105    84.232    0.6102    0.5000 | 1.462    36.200    0.450 | 1.400     30.000    0.500 |  8 hr 23 min 
0.00030 39.20 k 29.70  | 1.361    42.857    82.480    0.6072    0.5000 | 1.399    44.400    0.546 | 1.290     55.000    0.625 |  8 hr 27 min 
0.00030 39.40 k 29.86  | 1.363    43.801    80.054    0.6021    0.5000 | 1.407    43.100    0.530 | 1.372     60.000    0.677 |  8 hr 31 min 
0.00030 39.60 k 30.01  | 1.359    44.879    79.245    0.6052    0.5000 | 1.427    40.200    0.495 | 1.448     45.000    0.500 |  8 hr 34 min 
0.00030 39.80 k 30.16  | 1.350    42.992    83.288    0.6191    0.5000 | 1.425    40.100    0.489 | 1.519     25.000    0.367 |  8 hr 38 min 
0.00030 40.00 k 30.31  | 1.360    39.623    85.175    0.6085    0.5000 | 1.451    36.600    0.450 | 1.356     55.000    0.613 |  8 hr 41 min 
0.00030 40.20 k 30.46  | 1.368    44.070    79.784    0.6015    0.5000 | 1.364    49.400    0.588 | 1.380     40.000    0.497 |  8 hr 45 min 
0.00030 40.40 k 30.61  | 1.364    45.553    80.863    0.6146    0.5000 | 1.394    44.400    0.547 | 1.495     30.000    0.360 |  8 hr 48 min 
0.00030 40.60 k 30.77  | 1.360    43.935    82.210    0.6124    0.5000 | 1.422    43.000    0.516 | 1.272     60.000    0.650 |  8 hr 52 min 
0.00030 40.80 k 30.92  | 1.357    43.935    83.558    0.6246    0.5000 | 1.414    39.800    0.489 | 1.400     40.000    0.463 |  8 hr 55 min 
0.00030 41.00 k 31.07  | 1.354    43.666    85.445    0.6302    0.5000 | 1.450    39.100    0.472 | 1.551     35.000    0.479 |  8 hr 59 min 
0.00030 41.20 k 31.22  | 1.344    44.744    81.671    0.6150    0.5000 | 1.384    46.300    0.568 | 1.278     60.000    0.700 |  9 hr 03 min 
0.00030 41.40 k 31.37  | 1.352    46.092    80.593    0.6193    0.5000 | 1.391    44.400    0.535 | 1.280     60.000    0.652 |  9 hr 06 min 
0.00030 41.60 k 31.52  | 1.352    45.553    81.671    0.6178    0.5000 | 1.416    41.800    0.511 | 1.393     50.000    0.652 |  9 hr 10 min 
0.00030 41.80 k 31.68  | 1.357    45.418    82.075    0.6243    0.5000 | 1.438    41.300    0.492 | 1.574     35.000    0.452 |  9 hr 13 min 
0.00030 42.00 k 31.83  | 1.357    40.701    85.175    0.6145    0.5000 | 1.459    37.300    0.449 | 1.509     30.000    0.350 |  9 hr 17 min 
0.00030 42.20 k 31.98  | 1.363    45.283    79.245    0.6059    0.5000 | 1.380    47.300    0.573 | 1.504     35.000    0.467 |  9 hr 21 min 
0.00030 42.40 k 32.13  | 1.355    45.957    79.245    0.6118    0.5000 | 1.408    42.800    0.520 | 1.306     60.000    0.635 |  9 hr 24 min 
0.00030 42.60 k 32.28  | 1.358    45.687    80.997    0.6174    0.5000 | 1.434    39.600    0.484 | 1.337     55.000    0.675 |  9 hr 28 min 
0.00030 42.80 k 32.43  | 1.359    43.396    83.962    0.6187    0.5000 | 1.435    37.700    0.458 | 1.414     25.000    0.425 |  9 hr 31 min 
0.00030 43.00 k 32.58  | 1.360    41.509    87.062    0.6237    0.5000 | 1.443    39.100    0.468 | 1.412     30.000    0.452 |  9 hr 35 min 
0.00030 43.20 k 32.74  | 1.358    44.340    82.345    0.6162    0.5000 | 1.381    45.700    0.560 | 1.351     55.000    0.579 |  9 hr 39 min 
0.00030 43.40 k 32.89  | 1.354    46.226    80.458    0.6174    0.5000 | 1.395    44.600    0.542 | 1.381     50.000    0.517 |  9 hr 42 min 
0.00030 43.60 k 33.04  | 1.349    44.070    83.558    0.6259    0.5000 | 1.427    41.000    0.496 | 1.386     45.000    0.575 |  9 hr 46 min 
0.00030 43.80 k 33.19  | 1.348    42.318    85.984    0.6251    0.5000 | 1.422    40.800    0.489 | 1.402     50.000    0.550 |  9 hr 49 min 
0.00030 44.00 k 33.34  | 1.359    41.240    85.984    0.6159    0.5000 | 1.446    39.500    0.470 | 1.382     45.000    0.517 |  9 hr 53 min 
0.00030 44.20 k 33.49  | 1.348    46.900    80.997    0.6184    0.5000 | 1.366    49.300    0.598 | 1.436     50.000    0.562 |  9 hr 56 min 
0.00030 44.40 k 33.65  | 1.348    45.822    80.997    0.6195    0.5000 | 1.397    45.900    0.535 | 1.353     55.000    0.583 | 10 hr 00 min 
0.00030 44.60 k 33.80  | 1.352    45.283    81.402    0.6193    0.5000 | 1.421    44.200    0.518 | 1.410     45.000    0.517 | 10 hr 03 min 
