 start_time :2020-01-20 23:16:37 
 batch_size :5 
  start from26000, l_rate =0.0003 
freeze=True, batch_size=5, min_num_class=0 
 rate     iter   epoch  | valid   top@1    top@5    map@5  | train    top@1    top@5    map@5 | batch    top@1    top@5    map@5 |  time          
0.00030 60.60 k 45.92  | 1.356    65.768    83.827    0.7368    0.4000 | 1.441    36.200    0.494 | 1.543     35.000    0.474 | 10 hr 53 min 
0.00030 60.80 k 46.07  | 1.364    64.286    87.466    0.7448    0.4000 | 1.471    33.400    0.463 | 1.519     35.000    0.377 | 10 hr 56 min 
0.00030 61.00 k 46.22  | 1.380    63.747    88.949    0.7482    0.4000 | 1.472    32.200    0.453 | 1.583     25.000    0.321 | 11 hr 00 min 
0.00030 61.20 k 46.38  | 1.377    63.881    83.019    0.7205    0.4000 | 1.387    40.200    0.547 | 1.504     35.000    0.517 | 11 hr 04 min 
0.00030 61.40 k 46.53  | 1.378    63.208    84.232    0.7238    0.4000 | 1.404    38.900    0.520 | 1.314     40.000    0.600 | 11 hr 08 min 
0.00030 61.60 k 46.68  | 1.371    65.768    84.097    0.7360    0.4000 | 1.436    37.000    0.496 | 1.498     30.000    0.377 | 11 hr 11 min 
0.00030 61.80 k 46.83  | 1.370    67.116    85.849    0.7509    0.4000 | 1.456    37.000    0.483 | 1.528     25.000    0.417 | 11 hr 15 min 
0.00030 62.00 k 46.98  | 1.386    65.499    90.027    0.7646    0.4000 | 1.499    33.400    0.439 | 1.504     30.000    0.425 | 11 hr 19 min 
0.00030 62.20 k 47.13  | 1.392    63.073    86.388    0.7324    0.4000 | 1.392    41.100    0.553 | 1.305     45.000    0.613 | 11 hr 23 min 
0.00030 62.40 k 47.29  | 1.385    66.577    83.423    0.7364    0.4000 | 1.411    38.600    0.526 | 1.303     45.000    0.600 | 11 hr 27 min 
0.00030 62.60 k 47.44  | 1.375    64.825    85.445    0.7380    0.4000 | 1.422    38.200    0.492 | 1.496     25.000    0.342 | 11 hr 30 min 
0.00030 62.80 k 47.59  | 1.364    67.116    87.197    0.7567    0.4000 | 1.455    35.500    0.473 | 1.520     35.000    0.463 | 11 hr 34 min 
0.00030 63.00 k 47.74  | 1.365    68.329    89.353    0.7744    0.4000 | 1.469    34.800    0.461 | 1.446     35.000    0.500 | 11 hr 38 min 
0.00030 63.20 k 47.89  | 1.350    67.925    87.601    0.7636    0.4000 | 1.362    41.000    0.568 | 1.339     45.000    0.573 | 11 hr 42 min 
0.00030 63.40 k 48.04  | 1.362    64.825    83.423    0.7302    0.4000 | 1.416    38.700    0.518 | 1.472     35.000    0.442 | 11 hr 46 min 
0.00030 63.60 k 48.19  | 1.366    68.464    83.019    0.7462    0.4000 | 1.415    39.700    0.518 | 1.373     45.000    0.575 | 11 hr 49 min 
0.00030 63.80 k 48.35  | 1.364    70.216    87.062    0.7736    0.4000 | 1.439    37.000    0.484 | 1.502     35.000    0.417 | 11 hr 53 min 
0.00030 64.00 k 48.50  | 1.364    69.542    89.623    0.7816    0.4000 | 1.456    35.300    0.463 | 1.481     35.000    0.438 | 11 hr 57 min 
0.00030 64.20 k 48.65  | 1.359    67.251    86.388    0.7539    0.4000 | 1.362    43.200    0.578 | 1.231     60.000    0.725 | 12 hr 01 min 
0.00030 64.40 k 48.80  | 1.355    65.094    83.693    0.7273    0.4000 | 1.377    44.900    0.568 | 1.276     55.000    0.645 | 12 hr 05 min 
0.00030 64.60 k 48.95  | 1.370    65.364    81.267    0.7203    0.4000 | 1.424    37.900    0.492 | 1.363     50.000    0.583 | 12 hr 08 min 
0.00030 64.80 k 49.10  | 1.353    71.429    88.005    0.7858    0.4000 | 1.452    36.100    0.465 | 1.514     25.000    0.400 | 12 hr 12 min 
0.00030 65.00 k 49.26  | 1.364    70.889    89.892    0.7938    0.4000 | 1.488    34.100    0.444 | 1.382     45.000    0.510 | 12 hr 16 min 
0.00030 65.20 k 49.41  | 1.365    67.790    87.871    0.7622    0.4000 | 1.381    42.000    0.556 | 1.475     35.000    0.452 | 12 hr 20 min 
0.00030 65.40 k 49.56  | 1.359    67.925    85.175    0.7496    0.4000 | 1.395    40.000    0.525 | 1.347     40.000    0.650 | 12 hr 24 min 
0.00030 65.60 k 49.71  | 1.363    67.251    83.558    0.7389    0.4000 | 1.445    36.700    0.479 | 1.430     40.000    0.479 | 12 hr 27 min 
0.00030 65.80 k 49.86  | 1.352    71.294    87.062    0.7806    0.4000 | 1.453    36.100    0.468 | 1.406     35.000    0.529 | 12 hr 31 min 
0.00030 66.00 k 50.01  | 1.346    71.833    88.949    0.7896    0.4000 | 1.472    34.700    0.453 | 1.389     35.000    0.517 | 12 hr 35 min 
0.00030 66.20 k 50.16  | 1.343    67.116    84.097    0.7422    0.4000 | 1.389    40.300    0.560 | 1.380     35.000    0.485 | 12 hr 39 min 
0.00030 66.40 k 50.32  | 1.339    66.712    83.962    0.7398    0.4000 | 1.396    41.400    0.527 | 1.492     30.000    0.406 | 12 hr 43 min 
0.00030 66.60 k 50.47  | 1.338    69.811    83.827    0.7546    0.4000 | 1.421    37.600    0.504 | 1.419     35.000    0.517 | 12 hr 46 min 
0.00030 66.80 k 50.62  | 1.341    71.833    86.927    0.7851    0.4000 | 1.449    37.700    0.477 | 1.416     35.000    0.450 | 12 hr 50 min 
0.00030 67.00 k 50.77  | 1.346    71.698    88.814    0.7891    0.4000 | 1.443    36.500    0.475 | 1.546     30.000    0.402 | 12 hr 54 min 
0.00030 67.20 k 50.92  | 1.353    64.016    84.636    0.7241    0.4000 | 1.352    45.500    0.591 | 1.321     40.000    0.602 | 12 hr 58 min 
0.00030 67.40 k 51.07  | 1.360    64.151    83.558    0.7195    0.4000 | 1.375    41.600    0.546 | 1.366     30.000    0.450 | 13 hr 02 min 
0.00030 67.60 k 51.23  | 1.358    68.059    83.558    0.7445    0.4000 | 1.411    40.300    0.512 | 1.384     40.000    0.487 | 13 hr 06 min 
0.00030 67.80 k 51.38  | 1.362    71.294    84.097    0.7685    0.4000 | 1.444    36.400    0.473 | 1.367     40.000    0.547 | 13 hr 09 min 
0.00030 68.00 k 51.53  | 1.352    69.542    88.949    0.7761    0.4000 | 1.443    39.200    0.479 | 1.434     35.000    0.463 | 13 hr 13 min 
0.00030 68.20 k 51.68  | 1.345    64.151    86.388    0.7312    0.4000 | 1.361    44.400    0.578 | 1.482     20.000    0.398 | 13 hr 17 min 
0.00030 68.40 k 51.83  | 1.334    71.024    86.253    0.7748    0.4000 | 1.393    41.300    0.535 | 1.356     45.000    0.567 | 13 hr 21 min 
0.00030 68.60 k 51.98  | 1.333    73.046    87.736    0.7918    0.4000 | 1.418    39.300    0.507 | 1.353     45.000    0.500 | 13 hr 24 min 
0.00030 68.80 k 52.14  | 1.333    68.329    86.523    0.7595    0.4000 | 1.427    39.700    0.497 | 1.380     50.000    0.550 | 13 hr 28 min 
0.00030 69.00 k 52.29  | 1.342    72.911    91.509    0.8107    0.4000 | 1.448    37.100    0.474 | 1.412     35.000    0.487 | 13 hr 32 min 
0.00030 69.20 k 52.44  | 1.331    69.946    89.353    0.7790    0.4000 | 1.353    46.000    0.589 | 1.284     50.000    0.652 | 13 hr 36 min 
0.00030 69.40 k 52.59  | 1.336    65.094    85.714    0.7328    0.4000 | 1.373    44.400    0.557 | 1.376     50.000    0.567 | 13 hr 39 min 
0.00030 69.60 k 52.74  | 1.340    65.633    85.310    0.7317    0.4000 | 1.412    41.300    0.511 | 1.572     35.000    0.425 | 13 hr 43 min 
0.00030 69.80 k 52.89  | 1.340    67.925    87.062    0.7612    0.4000 | 1.437    37.800    0.482 | 1.366     45.000    0.567 | 13 hr 47 min 
0.00030 70.00 k 53.04  | 1.335    74.394    90.431    0.8130    0.4000 | 1.441    37.700    0.467 | 1.428     40.000    0.435 | 13 hr 50 min 
0.00030 70.20 k 53.20  | 1.334    56.469    83.288    0.6740    0.4000 | 1.353    45.200    0.582 | 1.266     55.000    0.683 | 13 hr 54 min 
0.00030 70.40 k 53.35  | 1.327    64.960    85.714    0.7357    0.4000 | 1.415    41.300    0.521 | 1.443     50.000    0.552 | 13 hr 58 min 
0.00030 70.60 k 53.50  | 1.331    66.846    84.232    0.7435    0.4000 | 1.424    40.500    0.497 | 1.508     30.000    0.350 | 14 hr 02 min 
0.00030 70.80 k 53.65  | 1.333    64.151    86.253    0.7287    0.4000 | 1.428    40.000    0.494 | 1.516     35.000    0.492 | 14 hr 06 min 
0.00030 71.00 k 53.80  | 1.330    66.173    87.871    0.7532    0.4000 | 1.423    39.900    0.495 | 1.411     45.000    0.517 | 14 hr 09 min 
0.00030 71.20 k 53.95  | 1.325    62.803    86.388    0.7247    0.4000 | 1.360    47.800    0.587 | 1.379     40.000    0.517 | 14 hr 13 min 
0.00030 71.40 k 54.11  | 1.336    61.995    84.367    0.7069    0.4000 | 1.386    42.600    0.543 | 1.527     35.000    0.463 | 14 hr 17 min 
0.00030 71.60 k 54.26  | 1.326    62.803    83.423    0.7094    0.4000 | 1.426    41.300    0.505 | 1.463     45.000    0.475 | 14 hr 21 min 
0.00030 71.80 k 54.41  | 1.337    66.173    87.197    0.7482    0.4000 | 1.434    39.400    0.487 | 1.461     25.000    0.352 | 14 hr 24 min 
0.00030 72.00 k 54.56  | 1.341    64.690    88.679    0.7403    0.4000 | 1.456    37.800    0.468 | 1.474     40.000    0.510 | 14 hr 28 min 
0.00030 72.20 k 54.71  | 1.336    47.305    86.253    0.6523    0.5000 | 1.341    47.100    0.602 | 1.341     40.000    0.579 | 14 hr 32 min 
0.00030 72.40 k 54.86  | 1.342    57.682    83.423    0.6783    0.4000 | 1.379    45.400    0.562 | 1.295     55.000    0.667 | 14 hr 36 min 
0.00030 72.60 k 55.01  | 1.341    56.199    80.863    0.6588    0.4000 | 1.417    41.800    0.519 | 1.462     35.000    0.433 | 14 hr 40 min 
0.00030 72.80 k 55.17  | 1.334    59.299    83.423    0.6874    0.4000 | 1.425    41.100    0.500 | 1.354     40.000    0.537 | 14 hr 43 min 
0.00030 73.00 k 55.32  | 1.335    62.399    84.097    0.7055    0.4000 | 1.461    37.000    0.458 | 1.566     35.000    0.467 | 14 hr 47 min 
0.00030 73.20 k 55.47  | 1.327    48.383    85.040    0.6546    0.5000 | 1.349    47.900    0.595 | 1.283     80.000    0.817 | 14 hr 51 min 
0.00030 73.40 k 55.62  | 1.326    57.682    81.267    0.6660    0.4000 | 1.368    45.700    0.563 | 1.292     60.000    0.658 | 14 hr 55 min 
0.00030 73.60 k 55.77  | 1.340    46.496    84.501    0.6424    0.5000 | 1.423    41.500    0.507 | 1.542     30.000    0.443 | 14 hr 59 min 
0.00030 73.80 k 55.92  | 1.338    57.008    81.671    0.6609    0.4000 | 1.399    42.000    0.517 | 1.445     35.000    0.400 | 15 hr 02 min 
0.00030 74.00 k 56.08  | 1.329    43.396    88.949    0.6451    0.5000 | 1.444    37.000    0.463 | 1.378     60.000    0.685 | 15 hr 06 min 
0.00030 74.20 k 56.23  | 1.329    45.957    85.310    0.6388    0.5000 | 1.348    49.300    0.602 | 1.435     45.000    0.502 | 15 hr 10 min 
0.00030 74.40 k 56.38  | 1.330    48.113    84.501    0.6468    0.5000 | 1.375    44.200    0.547 | 1.475     45.000    0.500 | 15 hr 14 min 
0.00030 74.60 k 56.53  | 1.329    48.922    83.154    0.6466    0.5000 | 1.401    42.300    0.516 | 1.325     55.000    0.600 | 15 hr 18 min 
0.00030 74.80 k 56.68  | 1.332    46.900    86.927    0.6580    0.5000 | 1.437    41.200    0.495 | 1.346     40.000    0.550 | 15 hr 21 min 
0.00030 75.00 k 56.83  | 1.335    45.957    89.623    0.6682    0.5000 | 1.453    38.700    0.464 | 1.434     40.000    0.450 | 15 hr 25 min 
0.00030 75.20 k 56.98  | 1.337    49.057    85.849    0.6621    0.5000 | 1.353    48.900    0.599 | 1.360     45.000    0.525 | 15 hr 29 min 
0.00030 75.40 k 57.14  | 1.335    48.922    85.580    0.6587    0.5000 | 1.371    48.100    0.574 | 1.447     50.000    0.613 | 15 hr 33 min 
0.00030 75.60 k 57.29  | 1.333    50.270    85.445    0.6655    0.5000 | 1.420    43.100    0.515 | 1.458     50.000    0.525 | 15 hr 37 min 
0.00030 75.80 k 57.44  | 1.337    48.248    87.871    0.6651    0.5000 | 1.411    43.900    0.525 | 1.263     60.000    0.667 | 15 hr 40 min 
0.00030 76.00 k 57.59  | 1.351    43.935    88.005    0.6419    0.5000 | 1.442    41.100    0.482 | 1.455     35.000    0.408 | 15 hr 44 min 
0.00030 76.20 k 57.74  | 1.360    49.461    81.806    0.6346    0.5000 | 1.354    50.600    0.618 | 1.342     50.000    0.604 | 15 hr 48 min 
0.00030 76.40 k 57.89  | 1.353    48.518    81.671    0.6360    0.5000 | 1.367    46.400    0.568 | 1.313     60.000    0.675 | 15 hr 52 min 
0.00030 76.60 k 58.05  | 1.350    48.113    82.615    0.6420    0.5000 | 1.410    42.400    0.508 | 1.487     30.000    0.375 | 15 hr 56 min 
0.00030 76.80 k 58.20  | 1.343    46.361    83.827    0.6402    0.5000 | 1.427    40.800    0.489 | 1.490     35.000    0.385 | 16 hr 00 min 
0.00030 77.00 k 58.35  | 1.329    44.609    88.814    0.6527    0.5000 | 1.448    40.100    0.489 | 1.476     35.000    0.475 | 16 hr 03 min 
0.00030 77.20 k 58.50  | 1.328    49.596    84.771    0.6598    0.5000 | 1.352    50.300    0.610 | 1.343     40.000    0.625 | 16 hr 07 min 
0.00030 77.40 k 58.65  | 1.328    48.652    84.771    0.6536    0.5000 | 1.384    45.400    0.548 | 1.392     45.000    0.537 | 16 hr 11 min 
0.00030 77.60 k 58.80  | 1.333    49.461    85.714    0.6637    0.5000 | 1.387    45.400    0.550 | 1.289     70.000    0.750 | 16 hr 15 min 
0.00030 77.80 k 58.96  | 1.328    48.383    88.410    0.6722    0.5000 | 1.421    41.200    0.498 | 1.439     30.000    0.442 | 16 hr 19 min 
0.00030 78.00 k 59.11  | 1.336    46.900    89.892    0.6654    0.5000 | 1.426    41.800    0.495 | 1.358     50.000    0.625 | 16 hr 22 min 
0.00030 78.20 k 59.26  | 1.334    51.078    83.558    0.6605    0.5000 | 1.345    51.200    0.611 | 1.353     55.000    0.642 | 16 hr 26 min 
0.00030 78.40 k 59.41  | 1.335    49.596    84.097    0.6579    0.5000 | 1.362    50.800    0.598 | 1.294     75.000    0.750 | 16 hr 30 min 
0.00030 78.60 k 59.56  | 1.339    50.135    84.636    0.6609    0.5000 | 1.383    44.600    0.540 | 1.266     65.000    0.713 | 16 hr 34 min 
0.00030 78.80 k 59.71  | 1.338    48.248    83.693    0.6481    0.5000 | 1.404    43.800    0.509 | 1.427     40.000    0.477 | 16 hr 37 min 
0.00030 79.00 k 59.86  | 1.343    45.418    87.332    0.6505    0.5000 | 1.433    42.400    0.496 | 1.470     30.000    0.375 | 16 hr 41 min 
0.00030 79.20 k 60.02  | 1.331    48.518    85.580    0.6542    0.5000 | 1.348    51.300    0.608 | 1.434     55.000    0.637 | 16 hr 45 min 
0.00030 79.40 k 60.17  | 1.332    50.539    82.884    0.6537    0.5000 | 1.374    46.500    0.562 | 1.288     60.000    0.675 | 16 hr 49 min 
0.00030 79.60 k 60.32  | 1.338    50.809    81.536    0.6497    0.5000 | 1.390    43.100    0.526 | 1.394     50.000    0.554 | 16 hr 53 min 
0.00030 79.80 k 60.47  | 1.335    46.496    85.849    0.6493    0.5000 | 1.416    43.600    0.508 | 1.449     30.000    0.408 | 16 hr 56 min 
0.00030 80.00 k 60.62  | 1.330    46.631    89.353    0.6668    0.5000 | 1.438    42.000    0.493 | 1.445     45.000    0.502 | 17 hr 00 min 
0.00030 80.20 k 60.77  | 1.335    49.730    86.119    0.6608    0.5000 | 1.345    50.000    0.605 | 1.304     50.000    0.604 | 17 hr 04 min 
0.00030 80.40 k 60.93  | 1.331    51.887    83.558    0.6631    0.5000 | 1.362    48.200    0.577 | 1.336     50.000    0.592 | 17 hr 08 min 
0.00030 80.60 k 61.08  | 1.331    48.922    83.019    0.6473    0.5000 | 1.397    45.200    0.537 | 1.446     40.000    0.467 | 17 hr 12 min 
0.00030 80.80 k 61.23  | 1.334    49.326    84.097    0.6567    0.5000 | 1.415    41.900    0.503 | 1.440     45.000    0.450 | 17 hr 16 min 
0.00030 81.00 k 61.38  | 1.327    47.574    88.949    0.6703    0.5000 | 1.437    42.000    0.491 | 1.466     30.000    0.400 | 17 hr 19 min 
0.00030 81.20 k 61.53  | 1.326    50.943    85.714    0.6664    0.5000 | 1.337    53.700    0.629 | 1.279     60.000    0.683 | 17 hr 23 min 
0.00030 81.40 k 61.68  | 1.330    52.291    84.232    0.6688    0.5000 | 1.377    47.600    0.569 | 1.427     55.000    0.658 | 17 hr 27 min 
0.00030 81.60 k 61.83  | 1.328    50.404    85.040    0.6642    0.5000 | 1.371    48.400    0.569 | 1.339     50.000    0.692 | 17 hr 31 min 
0.00030 81.80 k 61.99  | 1.323    50.674    86.658    0.6768    0.5000 | 1.408    42.900    0.507 | 1.421     35.000    0.492 | 17 hr 35 min 
0.00030 82.00 k 62.14  | 1.333    47.978    89.218    0.6727    0.5000 | 1.437    41.500    0.488 | 1.424     35.000    0.460 | 17 hr 38 min 
0.00030 82.20 k 62.29  | 1.340    52.291    83.558    0.6622    0.5000 | 1.349    50.600    0.604 | 1.283     60.000    0.667 | 17 hr 42 min 
0.00030 82.40 k 62.44  | 1.338    51.482    84.097    0.6599    0.5000 | 1.380    47.900    0.571 | 1.599     45.000    0.592 | 17 hr 46 min 
0.00030 82.60 k 62.59  | 1.335    50.539    84.232    0.6583    0.5000 | 1.405    45.000    0.528 | 1.366     45.000    0.588 | 17 hr 50 min 
0.00030 82.80 k 62.74  | 1.333    50.270    86.253    0.6695    0.5000 | 1.412    44.400    0.506 | 1.383     55.000    0.600 | 17 hr 54 min 
0.00030 83.00 k 62.90  | 1.336    48.922    86.658    0.6663    0.5000 | 1.414    43.200    0.511 | 1.346     45.000    0.525 | 17 hr 57 min 
0.00030 83.20 k 63.05  | 1.337    48.518    85.580    0.6548    0.5000 | 1.355    49.800    0.609 | 1.354     35.000    0.500 | 18 hr 01 min 
0.00030 83.40 k 63.20  | 1.344    52.426    83.288    0.6611    0.5000 | 1.379    48.500    0.573 | 1.299     60.000    0.667 | 18 hr 05 min 
0.00030 83.60 k 63.35  | 1.320    53.908    83.558    0.6758    0.5000 | 1.391    45.200    0.537 | 1.376     50.000    0.567 | 18 hr 09 min 
0.00030 83.80 k 63.50  | 1.318    51.482    87.197    0.6801    0.5000 | 1.412    43.500    0.511 | 1.452     35.000    0.500 | 18 hr 13 min 
0.00030 84.00 k 63.65  | 1.328    51.213    88.814    0.6864    0.5000 | 1.431    43.400    0.509 | 1.476     35.000    0.400 | 18 hr 16 min 
0.00030 84.20 k 63.80  | 1.321    53.100    86.119    0.6809    0.5000 | 1.332    54.000    0.636 | 1.318     55.000    0.592 | 18 hr 20 min 
0.00030 84.40 k 63.96  | 1.322    51.887    84.232    0.6679    0.5000 | 1.372    49.500    0.579 | 1.501     50.000    0.535 | 18 hr 24 min 
0.00030 84.60 k 64.11  | 1.344    53.774    83.019    0.6714    0.5000 | 1.392    47.300    0.552 | 1.462     45.000    0.467 | 18 hr 28 min 
0.00030 84.80 k 64.26  | 1.342    51.887    85.714    0.6777    0.5000 | 1.403    45.200    0.524 | 1.468     25.000    0.350 | 18 hr 32 min 
0.00030 85.00 k 64.41  | 1.339    48.383    87.871    0.6713    0.5000 | 1.424    42.100    0.496 | 1.401     35.000    0.404 | 18 hr 35 min 
0.00030 85.20 k 64.56  | 1.338    53.774    86.253    0.6856    0.5000 | 1.345    52.900    0.620 | 1.254     70.000    0.775 | 18 hr 39 min 
0.00030 85.40 k 64.71  | 1.356    51.078    82.210    0.6499    0.5000 | 1.388    47.700    0.566 | 1.425     40.000    0.496 | 18 hr 43 min 
0.00030 85.60 k 64.87  | 1.340    53.369    84.097    0.6775    0.5000 | 1.377    46.900    0.553 | 1.391     45.000    0.585 | 18 hr 47 min 
0.00030 85.80 k 65.02  | 1.342    52.561    86.388    0.6829    0.5000 | 1.414    43.300    0.515 | 1.401     40.000    0.487 | 18 hr 50 min 
0.00030 86.00 k 65.17  | 1.339    49.596    90.162    0.6852    0.5000 | 1.434    43.800    0.496 | 1.370     50.000    0.550 | 18 hr 54 min 
0.00030 86.20 k 65.32  | 1.346    50.135    85.310    0.6597    0.5000 | 1.327    55.000    0.637 | 1.323     50.000    0.588 | 18 hr 58 min 
0.00030 86.40 k 65.47  | 1.342    53.235    83.154    0.6688    0.5000 | 1.359    51.200    0.600 | 1.490     30.000    0.379 | 19 hr 02 min 
0.00030 86.60 k 65.62  | 1.352    50.943    82.615    0.6554    0.5000 | 1.384    49.100    0.572 | 1.284     70.000    0.725 | 19 hr 06 min 
0.00030 86.80 k 65.78  | 1.349    51.348    85.310    0.6680    0.5000 | 1.406    45.100    0.517 | 1.331     45.000    0.550 | 19 hr 09 min 
0.00030 87.00 k 65.93  | 1.349    50.135    86.927    0.6727    0.5000 | 1.427    42.900    0.497 | 1.453     30.000    0.400 | 19 hr 13 min 
0.00030 87.20 k 66.08  | 1.337    50.674    84.771    0.6602    0.5000 | 1.338    54.600    0.625 | 1.370     50.000    0.567 | 19 hr 17 min 
0.00030 87.40 k 66.23  | 1.344    49.596    84.501    0.6552    0.5000 | 1.390    46.400    0.554 | 1.397     40.000    0.535 | 19 hr 21 min 
0.00030 87.60 k 66.38  | 1.332    50.943    85.445    0.6704    0.5000 | 1.387    46.100    0.549 | 1.438     45.000    0.525 | 19 hr 25 min 
0.00030 87.80 k 66.53  | 1.332    49.730    85.984    0.6674    0.5000 | 1.397    44.500    0.519 | 1.285     60.000    0.725 | 19 hr 28 min 
0.00030 88.00 k 66.68  | 1.330    50.404    88.544    0.6838    0.5000 | 1.434    43.400    0.493 | 1.398     45.000    0.467 | 19 hr 32 min 
0.00030 88.20 k 66.84  | 1.330    49.865    86.523    0.6664    0.5000 | 1.348    52.900    0.620 | 1.258     50.000    0.622 | 19 hr 36 min 
0.00030 88.40 k 66.99  | 1.326    53.774    84.501    0.6771    0.5000 | 1.373    48.800    0.570 | 1.358     45.000    0.537 | 19 hr 40 min 
0.00030 88.60 k 67.14  | 1.330    49.057    85.714    0.6624    0.5000 | 1.399    46.700    0.541 | 1.536     30.000    0.475 | 19 hr 44 min 
0.00030 88.80 k 67.29  | 1.334    53.100    84.367    0.6749    0.5000 | 1.407    44.700    0.518 | 1.369     30.000    0.500 | 19 hr 47 min 
0.00030 89.00 k 67.44  | 1.325    51.482    91.240    0.6973    0.5000 | 1.426    40.400    0.475 | 1.521     35.000    0.400 | 19 hr 51 min 
0.00030 89.20 k 67.59  | 1.324    49.596    87.871    0.6737    0.5000 | 1.348    54.300    0.629 | 1.385     45.000    0.550 | 19 hr 55 min 
0.00030 89.40 k 67.75  | 1.328    49.730    86.388    0.6654    0.5000 | 1.362    51.300    0.588 | 1.472     45.000    0.475 | 19 hr 59 min 
0.00030 89.60 k 67.90  | 1.337    52.156    84.367    0.6732    0.5000 | 1.409    43.900    0.522 | 1.440     35.000    0.400 | 20 hr 02 min 
0.00030 89.80 k 68.05  | 1.332    51.887    85.714    0.6727    0.5000 | 1.403    43.700    0.509 | 1.454     25.000    0.350 | 20 hr 06 min 
0.00030 90.00 k 68.20  | 1.333    49.596    88.005    0.6770    0.5000 | 1.413    45.800    0.523 | 1.436     40.000    0.442 | 20 hr 10 min 
0.00030 90.20 k 68.35  | 1.330    51.617    87.736    0.6777    0.5000 | 1.331    54.000    0.627 | 1.307     45.000    0.588 | 20 hr 14 min 
0.00030 90.40 k 68.50  | 1.341    54.987    83.962    0.6788    0.5000 | 1.376    49.200    0.574 | 1.318     45.000    0.583 | 20 hr 18 min 
0.00030 90.60 k 68.65  | 1.332    51.078    85.984    0.6739    0.5000 | 1.387    47.600    0.549 | 1.471     45.000    0.475 | 20 hr 21 min 
0.00030 90.80 k 68.81  | 1.330    52.830    87.197    0.6869    0.5000 | 1.416    44.600    0.511 | 1.530     35.000    0.402 | 20 hr 25 min 
0.00030 91.00 k 68.96  | 1.331    49.730    87.871    0.6728    0.5000 | 1.429    41.900    0.489 | 1.344     40.000    0.521 | 20 hr 29 min 
0.00030 91.20 k 69.11  | 1.335    51.887    86.253    0.6719    0.5000 | 1.322    57.100    0.653 | 1.235     65.000    0.738 | 20 hr 33 min 
0.00030 91.40 k 69.26  | 1.332    54.313    83.154    0.6717    0.5000 | 1.354    51.000    0.598 | 1.456     30.000    0.400 | 20 hr 36 min 
0.00030 91.60 k 69.41  | 1.325    52.156    84.636    0.6707    0.5000 | 1.394    46.400    0.539 | 1.428     50.000    0.600 | 20 hr 40 min 
0.00030 91.80 k 69.56  | 1.331    51.348    83.423    0.6646    0.5000 | 1.414    43.000    0.505 | 1.536     30.000    0.377 | 20 hr 44 min 
0.00030 92.00 k 69.72  | 1.320    50.000    89.757    0.6860    0.5000 | 1.426    43.300    0.495 | 1.418     40.000    0.460 | 20 hr 48 min 
0.00030 92.20 k 69.87  | 1.320    51.078    89.892    0.6863    0.5000 | 1.345    53.800    0.633 | 1.347     55.000    0.633 | 20 hr 52 min 
0.00030 92.40 k 70.02  | 1.329    52.561    84.906    0.6716    0.5000 | 1.369    48.800    0.584 | 1.389     40.000    0.467 | 20 hr 55 min 
0.00030 92.60 k 70.17  | 1.329    51.617    85.175    0.6726    0.5000 | 1.380    47.500    0.549 | 1.391     45.000    0.585 | 20 hr 59 min 
0.00030 92.80 k 70.32  | 1.325    52.022    87.062    0.6828    0.5000 | 1.397    45.200    0.522 | 1.413     45.000    0.500 | 21 hr 03 min 
0.00030 93.00 k 70.47  | 1.326    50.674    89.353    0.6842    0.5000 | 1.418    44.000    0.506 | 1.478     40.000    0.454 | 21 hr 06 min 
0.00030 93.20 k 70.62  | 1.325    55.121    87.601    0.6976    0.5000 | 1.352    50.800    0.605 | 1.389     50.000    0.571 | 21 hr 10 min 
0.00030 93.40 k 70.78  | 1.327    54.987    84.501    0.6843    0.5000 | 1.360    51.100    0.588 | 1.399     55.000    0.617 | 21 hr 14 min 
0.00030 93.60 k 70.93  | 1.326    50.943    85.175    0.6678    0.5000 | 1.405    46.200    0.530 | 1.361     50.000    0.575 | 21 hr 18 min 
0.00030 93.80 k 71.08  | 1.321    53.774    87.601    0.6936    0.5000 | 1.406    45.700    0.521 | 1.375     40.000    0.542 | 21 hr 22 min 
0.00030 94.00 k 71.23  | 1.332    50.404    88.140    0.6792    0.5000 | 1.428    42.600    0.495 | 1.491     40.000    0.452 | 21 hr 25 min 
0.00030 94.20 k 71.38  | 1.321    53.504    88.544    0.6954    0.5000 | 1.348    53.000    0.617 | 1.277     75.000    0.762 | 21 hr 29 min 
0.00030 94.40 k 71.53  | 1.326    53.100    84.906    0.6778    0.5000 | 1.358    50.400    0.581 | 1.250     70.000    0.775 | 21 hr 33 min 
0.00030 94.60 k 71.69  | 1.329    50.404    87.332    0.6772    0.5000 | 1.379    46.900    0.545 | 1.450     35.000    0.425 | 21 hr 37 min 
0.00030 94.80 k 71.84  | 1.326    50.809    88.814    0.6885    0.5000 | 1.410    45.200    0.517 | 1.326     40.000    0.502 | 21 hr 41 min 
0.00030 95.00 k 71.99  | 1.335    49.191    88.410    0.6694    0.5000 | 1.432    42.000    0.487 | 1.693     35.000    0.429 | 21 hr 44 min 
0.00030 95.20 k 72.14  | 1.334    50.809    85.310    0.6632    0.5000 | 1.349    54.300    0.634 | 1.305     45.000    0.592 | 21 hr 48 min 
0.00030 95.40 k 72.29  | 1.332    52.965    83.827    0.6702    0.5000 | 1.393    48.000    0.565 | 1.387     45.000    0.542 | 21 hr 52 min 
