 start_time :2020-01-20 23:16:37 
 batch_size :5 
  start from26000, l_rate =0.0003 
freeze=True, batch_size=5, min_num_class=0 
 rate     iter   epoch  | valid   top@1    top@5    map@5  | train    top@1    top@5    map@5 | batch    top@1    top@5    map@5 |  time          
0.00030 35.40 k 26.83  | 1.659    52.426    74.528    0.6170    0.3000 | 1.671    28.000    0.410 | 1.852     25.000    0.352 |  2 hr 59 min 
0.00030 35.60 k 26.98  | 1.573    55.930    76.011    0.6414    0.3000 | 1.725    27.200    0.392 | 1.766     25.000    0.342 |  3 hr 02 min 
0.00030 35.80 k 27.13  | 1.564    61.860    81.806    0.6980    0.3000 | 1.704    27.000    0.403 | 1.765     25.000    0.375 |  3 hr 06 min 
0.00030 36.00 k 27.28  | 1.571    56.469    77.493    0.6495    0.3000 | 1.749    26.300    0.363 | 1.708     25.000    0.375 |  3 hr 10 min 
0.00030 36.20 k 27.43  | 1.615    57.412    78.437    0.6586    0.3000 | 1.608    28.900    0.450 | 1.363     40.000    0.608 |  3 hr 14 min 
0.00030 36.40 k 27.58  | 1.585    55.121    73.585    0.6254    0.3000 | 1.648    26.900    0.411 | 1.624     30.000    0.438 |  3 hr 17 min 
0.00030 36.60 k 27.73  | 1.544    60.377    78.841    0.6772    0.3000 | 1.670    27.100    0.405 | 1.673     30.000    0.370 |  3 hr 21 min 
0.00030 36.80 k 27.89  | 1.565    61.995    79.515    0.6908    0.3000 | 1.724    27.200    0.387 | 1.659     25.000    0.427 |  3 hr 25 min 
0.00030 37.00 k 28.04  | 1.567    59.164    78.302    0.6697    0.3000 | 1.748    26.700    0.380 | 1.661     40.000    0.500 |  3 hr 28 min 
0.00030 37.20 k 28.19  | 1.595    54.717    76.011    0.6348    0.3000 | 1.618    27.600    0.427 | 1.629     25.000    0.367 |  3 hr 32 min 
0.00030 37.40 k 28.34  | 1.682    51.887    71.159    0.6006    0.3000 | 1.645    27.600    0.419 | 1.533     30.000    0.472 |  3 hr 36 min 
0.00030 37.60 k 28.49  | 1.577    58.491    77.089    0.6611    0.3000 | 1.666    27.900    0.407 | 1.562     30.000    0.450 |  3 hr 40 min 
0.00030 37.80 k 28.64  | 1.599    58.491    75.741    0.6564    0.3000 | 1.715    27.400    0.390 | 1.953     25.000    0.317 |  3 hr 43 min 
0.00030 38.00 k 28.80  | 1.527    58.895    78.167    0.6668    0.3000 | 1.699    26.300    0.379 | 1.744     30.000    0.385 |  3 hr 47 min 
0.00030 38.20 k 28.95  | 1.603    57.412    80.458    0.6708    0.3000 | 1.585    28.500    0.449 | 1.599     25.000    0.425 |  3 hr 51 min 
0.00030 38.40 k 29.10  | 1.574    54.987    73.450    0.6263    0.3000 | 1.623    28.400    0.422 | 1.730     25.000    0.400 |  3 hr 55 min 
0.00030 38.60 k 29.25  | 1.577    57.547    75.741    0.6552    0.3000 | 1.638    27.500    0.406 | 1.698     25.000    0.325 |  3 hr 58 min 
0.00030 38.80 k 29.40  | 1.551    59.704    78.571    0.6705    0.3000 | 1.684    27.200    0.398 | 1.588     25.000    0.417 |  4 hr 02 min 
0.00030 39.00 k 29.55  | 1.523    64.825    83.154    0.7218    0.3000 | 1.700    26.200    0.388 | 1.822     25.000    0.350 |  4 hr 06 min 
0.00030 39.20 k 29.70  | 1.530    50.943    72.372    0.5974    0.3000 | 1.576    29.100    0.444 | 1.448     25.000    0.450 |  4 hr 10 min 
0.00030 39.40 k 29.86  | 1.589    55.795    76.819    0.6446    0.3000 | 1.621    28.300    0.425 | 1.451     35.000    0.562 |  4 hr 13 min 
0.00030 39.60 k 30.01  | 1.543    61.186    78.976    0.6849    0.3000 | 1.658    27.100    0.409 | 1.670     25.000    0.379 |  4 hr 17 min 
0.00030 39.80 k 30.16  | 1.530    62.534    80.997    0.7030    0.3000 | 1.657    27.600    0.402 | 1.761     30.000    0.325 |  4 hr 21 min 
0.00030 40.00 k 30.31  | 1.511    60.108    77.763    0.6697    0.3000 | 1.678    26.200    0.383 | 1.616     30.000    0.425 |  4 hr 25 min 
0.00030 40.20 k 30.46  | 1.535    58.086    77.493    0.6579    0.3000 | 1.557    28.800    0.459 | 1.530     25.000    0.414 |  4 hr 28 min 
0.00030 40.40 k 30.61  | 1.545    60.108    78.571    0.6768    0.3000 | 1.579    29.100    0.443 | 1.499     45.000    0.517 |  4 hr 32 min 
0.00030 40.60 k 30.77  | 1.566    58.221    77.763    0.6629    0.3000 | 1.625    27.200    0.410 | 1.784     25.000    0.302 |  4 hr 36 min 
0.00030 40.80 k 30.92  | 1.537    59.299    78.167    0.6682    0.3000 | 1.627    28.500    0.414 | 1.694     25.000    0.335 |  4 hr 40 min 
0.00030 41.00 k 31.07  | 1.527    63.747    84.906    0.7249    0.3000 | 1.647    28.100    0.407 | 1.547     30.000    0.429 |  4 hr 43 min 
0.00030 41.20 k 31.22  | 1.547    61.590    79.650    0.6912    0.3000 | 1.537    28.900    0.470 | 1.622     30.000    0.402 |  4 hr 47 min 
0.00030 41.40 k 31.37  | 1.571    61.051    79.650    0.6891    0.3000 | 1.572    30.000    0.457 | 1.573     30.000    0.442 |  4 hr 51 min 
0.00030 41.60 k 31.52  | 1.549    57.143    78.167    0.6546    0.3000 | 1.601    30.000    0.433 | 1.661     25.000    0.367 |  4 hr 55 min 
0.00030 41.80 k 31.68  | 1.542    61.860    83.288    0.7028    0.3000 | 1.642    28.900    0.415 | 1.605     40.000    0.467 |  4 hr 58 min 
0.00030 42.00 k 31.83  | 1.531    63.208    83.423    0.7123    0.3000 | 1.659    26.400    0.391 | 1.555     25.000    0.396 |  5 hr 02 min 
0.00030 42.20 k 31.98  | 1.530    57.817    79.111    0.6651    0.3000 | 1.537    29.300    0.472 | 1.491     30.000    0.483 |  5 hr 06 min 
0.00030 42.40 k 32.13  | 1.500    54.852    76.146    0.6326    0.3000 | 1.558    30.700    0.444 | 1.737     25.000    0.392 |  5 hr 10 min 
0.00030 42.60 k 32.28  | 1.528    57.278    75.472    0.6466    0.3000 | 1.566    29.600    0.435 | 1.737     30.000    0.360 |  5 hr 13 min 
0.00030 42.80 k 32.43  | 1.514    66.577    82.480    0.7318    0.3000 | 1.620    27.600    0.412 | 1.601     30.000    0.450 |  5 hr 17 min 
0.00030 43.00 k 32.58  | 1.488    66.307    85.175    0.7414    0.3000 | 1.641    27.300    0.398 | 1.548     25.000    0.425 |  5 hr 21 min 
0.00030 43.20 k 32.74  | 1.504    59.838    81.402    0.6842    0.3000 | 1.490    30.300    0.485 | 1.563     45.000    0.550 |  5 hr 25 min 
0.00030 43.40 k 32.89  | 1.505    60.108    79.245    0.6805    0.3000 | 1.522    31.000    0.463 | 1.695     35.000    0.417 |  5 hr 28 min 
0.00030 43.60 k 33.04  | 1.537    57.951    75.741    0.6529    0.3000 | 1.590    29.000    0.432 | 1.631     30.000    0.438 |  5 hr 32 min 
0.00030 43.80 k 33.19  | 1.483    61.456    81.941    0.6966    0.3000 | 1.593    27.700    0.423 | 1.504     35.000    0.475 |  5 hr 36 min 
0.00030 44.00 k 33.34  | 1.496    59.704    78.841    0.6738    0.3000 | 1.621    27.800    0.405 | 1.716     25.000    0.367 |  5 hr 39 min 
0.00030 44.20 k 33.49  | 1.497    59.973    79.784    0.6797    0.3000 | 1.507    30.300    0.485 | 1.388     30.000    0.500 |  5 hr 43 min 
0.00030 44.40 k 33.65  | 1.490    60.916    77.763    0.6733    0.3000 | 1.524    31.100    0.468 | 1.546     25.000    0.408 |  5 hr 47 min 
0.00030 44.60 k 33.80  | 1.494    58.491    75.067    0.6498    0.3000 | 1.555    30.700    0.450 | 1.549     25.000    0.350 |  5 hr 51 min 
0.00030 44.80 k 33.95  | 1.499    61.321    78.841    0.6843    0.3000 | 1.591    28.700    0.430 | 1.562     25.000    0.388 |  5 hr 54 min 
0.00030 45.00 k 34.10  | 1.460    65.364    81.267    0.7162    0.3000 | 1.611    28.100    0.415 | 1.617     30.000    0.400 |  5 hr 58 min 
0.00030 45.20 k 34.25  | 1.465    59.164    81.267    0.6793    0.3000 | 1.493    30.900    0.480 | 1.451     30.000    0.475 |  6 hr 02 min 
0.00030 45.40 k 34.40  | 1.468    59.030    76.415    0.6576    0.3000 | 1.516    32.100    0.468 | 1.373     30.000    0.500 |  6 hr 06 min 
0.00030 45.60 k 34.55  | 1.437    51.348    81.536    0.6522    0.4000 | 1.568    29.900    0.438 | 1.475     40.000    0.512 |  6 hr 10 min 
0.00030 45.80 k 34.71  | 1.447    64.690    78.571    0.7023    0.3000 | 1.597    28.500    0.406 | 1.639     30.000    0.408 |  6 hr 13 min 
0.00030 46.00 k 34.86  | 1.467    63.342    83.019    0.7115    0.3000 | 1.591    27.900    0.405 | 1.583     25.000    0.350 |  6 hr 17 min 
0.00030 46.20 k 35.01  | 1.446    50.000    82.480    0.6429    0.4000 | 1.482    31.900    0.488 | 1.485     25.000    0.429 |  6 hr 21 min 
0.00030 46.40 k 35.16  | 1.473    60.512    78.841    0.6791    0.3000 | 1.498    31.000    0.472 | 1.328     45.000    0.600 |  6 hr 25 min 
0.00030 46.60 k 35.31  | 1.471    62.668    81.806    0.7019    0.3000 | 1.560    29.900    0.430 | 1.427     35.000    0.508 |  6 hr 29 min 
0.00030 46.80 k 35.46  | 1.484    63.612    78.437    0.6934    0.3000 | 1.571    29.600    0.430 | 1.427     25.000    0.504 |  6 hr 32 min 
0.00030 47.00 k 35.62  | 1.457    65.768    82.075    0.7208    0.3000 | 1.569    28.400    0.420 | 1.639     25.000    0.392 |  6 hr 36 min 
0.00030 47.20 k 35.77  | 1.479    59.838    79.380    0.6768    0.3000 | 1.460    32.400    0.509 | 1.499     35.000    0.517 |  6 hr 40 min 
0.00030 47.40 k 35.92  | 1.458    58.086    74.124    0.6412    0.3000 | 1.484    31.800    0.480 | 1.468     30.000    0.504 |  6 hr 44 min 
0.00030 47.60 k 36.07  | 1.458    58.760    76.146    0.6547    0.3000 | 1.524    30.200    0.457 | 1.720     25.000    0.335 |  6 hr 47 min 
0.00030 47.80 k 36.22  | 1.501    65.364    80.728    0.7178    0.3000 | 1.557    29.000    0.431 | 1.466     25.000    0.443 |  6 hr 51 min 
0.00030 48.00 k 36.37  | 1.448    62.803    79.515    0.6969    0.3000 | 1.593    28.800    0.412 | 1.464     40.000    0.487 |  6 hr 55 min 
0.00030 48.20 k 36.52  | 1.444    49.730    84.097    0.6500    0.4000 | 1.482    31.400    0.488 | 1.452     35.000    0.575 |  6 hr 59 min 
0.00030 48.40 k 36.68  | 1.445    51.617    80.593    0.6455    0.4000 | 1.499    33.100    0.471 | 1.471     30.000    0.425 |  7 hr 02 min 
0.00030 48.60 k 36.83  | 1.439    63.208    78.167    0.6891    0.3000 | 1.561    29.700    0.439 | 1.619     25.000    0.431 |  7 hr 06 min 
0.00030 48.80 k 36.98  | 1.422    52.561    84.097    0.6720    0.4000 | 1.575    28.000    0.418 | 1.699     25.000    0.475 |  7 hr 10 min 
0.00030 49.00 k 37.13  | 1.460    61.590    77.763    0.6808    0.3000 | 1.580    29.800    0.420 | 1.556     30.000    0.442 |  7 hr 14 min 
0.00030 49.20 k 37.28  | 1.463    48.787    79.111    0.6230    0.4000 | 1.464    31.600    0.498 | 1.521     35.000    0.492 |  7 hr 18 min 
0.00030 49.40 k 37.43  | 1.446    51.482    82.480    0.6557    0.4000 | 1.479    32.500    0.481 | 1.599     25.000    0.400 |  7 hr 21 min 
0.00030 49.60 k 37.59  | 1.469    58.625    74.933    0.6506    0.3000 | 1.527    31.100    0.450 | 1.611     25.000    0.352 |  7 hr 25 min 
0.00030 49.80 k 37.74  | 1.455    50.000    82.749    0.6496    0.4000 | 1.539    29.900    0.442 | 1.570     25.000    0.400 |  7 hr 29 min 
0.00030 50.00 k 37.89  | 1.449    61.186    76.685    0.6749    0.3000 | 1.545    30.700    0.439 | 1.530     30.000    0.467 |  7 hr 33 min 
0.00030 50.20 k 38.04  | 1.449    48.922    83.558    0.6426    0.4000 | 1.438    33.100    0.514 | 1.390     35.000    0.575 |  7 hr 37 min 
0.00030 50.40 k 38.19  | 1.455    58.221    73.989    0.6453    0.3000 | 1.504    32.400    0.467 | 1.413     30.000    0.550 |  7 hr 40 min 
0.00030 50.60 k 38.34  | 1.452    50.809    83.558    0.6588    0.4000 | 1.539    31.000    0.443 | 1.553     25.000    0.400 |  7 hr 44 min 
0.00030 50.80 k 38.50  | 1.416    54.717    86.523    0.6893    0.4000 | 1.529    31.200    0.445 | 1.425     30.000    0.513 |  7 hr 48 min 
0.00030 51.00 k 38.65  | 1.428    62.399    78.706    0.6852    0.3000 | 1.562    29.100    0.425 | 1.603     25.000    0.425 |  7 hr 52 min 
0.00030 51.20 k 38.80  | 1.448    59.704    74.394    0.6551    0.3000 | 1.435    34.500    0.515 | 1.624     30.000    0.433 |  7 hr 56 min 
0.00030 51.40 k 38.95  | 1.427    55.256    82.210    0.6752    0.4000 | 1.465    32.900    0.483 | 1.547     40.000    0.467 |  7 hr 59 min 
0.00030 51.60 k 39.10  | 1.430    54.717    84.367    0.6800    0.4000 | 1.505    31.700    0.453 | 1.467     35.000    0.460 |  8 hr 03 min 
0.00030 51.80 k 39.25  | 1.427    52.022    86.388    0.6798    0.4000 | 1.512    31.700    0.446 | 1.343     50.000    0.610 |  8 hr 07 min 
0.00030 52.00 k 39.40  | 1.412    49.596    90.027    0.6818    0.4000 | 1.542    30.300    0.434 | 1.660     25.000    0.375 |  8 hr 10 min 
0.00030 52.20 k 39.56  | 1.433    51.078    83.423    0.6545    0.4000 | 1.449    34.300    0.515 | 1.327     45.000    0.667 |  8 hr 14 min 
0.00030 52.40 k 39.71  | 1.442    54.043    78.976    0.6531    0.4000 | 1.459    35.800    0.499 | 1.508     35.000    0.458 |  8 hr 18 min 
0.00030 52.60 k 39.86  | 1.440    52.695    81.671    0.6593    0.4000 | 1.506    31.500    0.459 | 1.473     25.000    0.425 |  8 hr 22 min 
0.00030 52.80 k 40.01  | 1.428    51.348    86.792    0.6766    0.4000 | 1.530    30.600    0.432 | 1.497     35.000    0.425 |  8 hr 26 min 
0.00030 53.00 k 40.16  | 1.432    50.000    87.332    0.6702    0.4000 | 1.547    29.600    0.426 | 1.572     25.000    0.402 |  8 hr 29 min 
0.00030 53.20 k 40.31  | 1.424    50.943    85.984    0.6648    0.4000 | 1.418    34.300    0.525 | 1.398     30.000    0.504 |  8 hr 33 min 
0.00030 53.40 k 40.47  | 1.440    52.291    81.806    0.6564    0.4000 | 1.457    34.900    0.487 | 1.436     45.000    0.502 |  8 hr 37 min 
0.00030 53.60 k 40.62  | 1.447    53.504    83.288    0.6701    0.4000 | 1.487    32.100    0.458 | 1.511     35.000    0.504 |  8 hr 41 min 
0.00030 53.80 k 40.77  | 1.457    54.043    81.941    0.6690    0.4000 | 1.532    30.700    0.435 | 1.569     30.000    0.422 |  8 hr 45 min 
0.00030 54.00 k 40.92  | 1.442    50.539    87.466    0.6788    0.4000 | 1.551    28.600    0.414 | 1.528     25.000    0.408 |  8 hr 48 min 
0.00030 54.20 k 41.07  | 1.429    53.369    84.906    0.6781    0.4000 | 1.435    34.300    0.511 | 1.332     35.000    0.575 |  8 hr 52 min 
0.00030 54.40 k 41.22  | 1.431    55.930    83.693    0.6837    0.4000 | 1.432    34.700    0.496 | 1.361     40.000    0.537 |  8 hr 56 min 
0.00030 54.60 k 41.37  | 1.404    60.108    85.984    0.7159    0.4000 | 1.480    34.100    0.471 | 1.605     30.000    0.400 |  9 hr 00 min 
0.00030 54.80 k 41.53  | 1.404    58.086    86.792    0.7079    0.4000 | 1.521    30.300    0.434 | 1.490     25.000    0.450 |  9 hr 04 min 
0.00030 55.00 k 41.68  | 1.429    52.291    88.140    0.6874    0.4000 | 1.527    30.000    0.430 | 1.490     25.000    0.442 |  9 hr 07 min 
0.00030 55.20 k 41.83  | 1.395    57.278    84.097    0.6918    0.4000 | 1.410    35.800    0.524 | 1.436     50.000    0.542 |  9 hr 11 min 
0.00030 55.40 k 41.98  | 1.415    54.717    83.558    0.6761    0.4000 | 1.459    34.000    0.487 | 1.278     40.000    0.642 |  9 hr 15 min 
0.00030 55.60 k 42.13  | 1.413    54.717    84.501    0.6859    0.4000 | 1.498    32.300    0.459 | 1.440     45.000    0.500 |  9 hr 19 min 
0.00030 55.80 k 42.28  | 1.401    56.199    85.310    0.6979    0.4000 | 1.508    32.500    0.457 | 1.560     40.000    0.450 |  9 hr 22 min 
0.00030 56.00 k 42.44  | 1.417    54.178    88.410    0.6987    0.4000 | 1.507    31.300    0.441 | 1.528     40.000    0.483 |  9 hr 26 min 
0.00030 56.20 k 42.59  | 1.411    52.426    84.906    0.6728    0.4000 | 1.424    34.000    0.525 | 1.246     45.000    0.650 |  9 hr 30 min 
0.00030 56.40 k 42.74  | 1.405    55.795    83.962    0.6849    0.4000 | 1.402    37.000    0.528 | 1.380     55.000    0.592 |  9 hr 34 min 
0.00030 56.60 k 42.89  | 1.395    58.895    85.445    0.7084    0.4000 | 1.469    33.500    0.470 | 1.501     40.000    0.463 |  9 hr 38 min 
0.00030 56.80 k 43.04  | 1.402    58.491    86.388    0.7097    0.4000 | 1.485    32.300    0.460 | 1.441     35.000    0.487 |  9 hr 41 min 
0.00030 57.00 k 43.19  | 1.402    54.178    90.296    0.7056    0.4000 | 1.519    29.400    0.431 | 1.535     30.000    0.388 |  9 hr 45 min 
0.00030 57.20 k 43.34  | 1.407    55.121    85.849    0.6891    0.4000 | 1.396    36.700    0.535 | 1.370     35.000    0.510 |  9 hr 49 min 
0.00030 57.40 k 43.50  | 1.392    60.377    84.906    0.7134    0.4000 | 1.429    36.500    0.506 | 1.515     25.000    0.404 |  9 hr 53 min 
0.00030 57.60 k 43.65  | 1.406    58.760    84.232    0.7025    0.4000 | 1.456    35.300    0.484 | 1.464     45.000    0.550 |  9 hr 57 min 
0.00030 57.80 k 43.80  | 1.390    60.243    87.601    0.7289    0.4000 | 1.486    33.100    0.459 | 1.619     35.000    0.412 | 10 hr 00 min 
0.00030 58.00 k 43.95  | 1.394    58.491    90.162    0.7291    0.4000 | 1.501    30.200    0.437 | 1.450     25.000    0.435 | 10 hr 04 min 
0.00030 58.20 k 44.10  | 1.386    58.625    85.984    0.7093    0.4000 | 1.420    35.700    0.518 | 1.495     30.000    0.475 | 10 hr 08 min 
0.00030 58.40 k 44.25  | 1.386    59.973    82.075    0.6973    0.4000 | 1.415    36.800    0.509 | 1.431     35.000    0.517 | 10 hr 11 min 
0.00030 58.60 k 44.41  | 1.392    60.647    85.580    0.7182    0.4000 | 1.447    36.500    0.498 | 1.549     30.000    0.408 | 10 hr 15 min 
0.00030 58.80 k 44.56  | 1.389    59.434    86.523    0.7177    0.4000 | 1.486    32.700    0.453 | 1.419     30.000    0.487 | 10 hr 19 min 
0.00030 59.00 k 44.71  | 1.376    60.916    90.296    0.7410    0.4000 | 1.495    32.100    0.445 | 1.424     40.000    0.504 | 10 hr 22 min 
0.00030 59.20 k 44.86  | 1.363    62.129    88.679    0.7363    0.4000 | 1.396    38.200    0.543 | 1.482     30.000    0.504 | 10 hr 26 min 
0.00030 59.40 k 45.01  | 1.367    62.534    83.288    0.7184    0.4000 | 1.417    38.400    0.516 | 1.466     45.000    0.592 | 10 hr 30 min 
0.00030 59.60 k 45.16  | 1.364    63.342    85.175    0.7305    0.4000 | 1.459    34.100    0.476 | 1.511     35.000    0.458 | 10 hr 34 min 
0.00030 59.80 k 45.32  | 1.368    64.960    86.253    0.7446    0.4000 | 1.462    33.900    0.466 | 1.491     30.000    0.400 | 10 hr 38 min 
0.00030 60.00 k 45.47  | 1.364    63.477    89.757    0.7510    0.4000 | 1.492    31.800    0.438 | 1.526     30.000    0.388 | 10 hr 41 min 
0.00030 60.20 k 45.62  | 1.353    63.747    85.984    0.7350    0.4000 | 1.384    37.600    0.552 | 1.583     25.000    0.479 | 10 hr 45 min 
0.00030 60.40 k 45.77  | 1.366    62.668    83.423    0.7165    0.4000 | 1.418    37.300    0.513 | 1.464     30.000    0.467 | 10 hr 49 min 
