 start_time :2020-01-05 00:50:28 
 batch_size :5 
 rate     iter   epoch  | valid   top@1    top@5    map@5  | train    top@1    top@5    map@5 | batch    top@1    top@5    map@5 |  time          
0.00030  3.00 k  2.44  | 1.576    32.749    34.636    0.3369    0.7000 | 1.238    59.700    0.670 | 1.159     65.000    0.725 |  1 hr 14 min 
0.00030  3.20 k  2.60  | 1.579    33.019    34.636    0.3379    0.7000 | 1.167    63.100    0.693 | 1.223     55.000    0.613 |  1 hr 19 min 
0.00030  3.40 k  2.76  | 1.566    33.423    34.771    0.3407    0.7000 | 1.131    68.600    0.746 | 1.068     75.000    0.812 |  1 hr 23 min 
0.00030  3.60 k  2.92  | 1.603    33.962    34.771    0.3433    0.7000 | 1.046    72.400    0.777 | 0.935     70.000    0.808 |  1 hr 28 min 
0.00030  3.80 k  3.09  | 1.604    33.558    34.771    0.3414    0.7000 | 1.002    72.700    0.789 | 1.029     65.000    0.702 |  1 hr 33 min 
0.00030  4.00 k  3.25  | 1.609    33.423    34.771    0.3403    0.7000 | 0.967    75.300    0.814 | 1.039     65.000    0.770 |  1 hr 38 min 
0.00030  4.20 k  3.41  | 1.615    34.097    34.771    0.3441    0.7000 | 0.936    77.300    0.839 | 0.895     80.000    0.860 |  1 hr 43 min 
0.00030  4.40 k  3.57  | 1.635    34.232    34.771    0.3450    0.7000 | 0.875    79.300    0.851 | 0.941     75.000    0.827 |  1 hr 48 min 
0.00030  4.60 k  3.74  | 1.646    34.367    34.771    0.3457    0.7000 | 0.859    82.700    0.882 | 1.065     85.000    0.875 |  1 hr 52 min 
0.00030  4.80 k  3.90  | 1.638    34.367    34.771    0.3457    0.7000 | 0.796    86.500    0.911 | 0.753     90.000    0.925 |  1 hr 57 min 
0.00030  5.00 k  4.06  | 1.668    34.367    34.771    0.3457    0.7000 | 0.762    86.300    0.909 | 0.758     95.000    0.975 |  2 hr 02 min 
0.00030  5.20 k  4.22  | 1.710    34.232    34.771    0.3450    0.7000 | 0.743    88.900    0.927 | 0.779     95.000    0.975 |  2 hr 07 min 
0.00030  5.40 k  4.39  | 1.711    34.636    34.771    0.3470    0.6000 | 0.684    90.500    0.940 | 0.640     95.000    0.975 |  2 hr 12 min 
0.00030  5.60 k  4.55  | 1.726    34.501    34.771    0.3464    0.6000 | 0.683    91.400    0.941 | 0.648     90.000    0.925 |  2 hr 17 min 
0.00030  5.80 k  4.71  | 1.762    34.367    34.771    0.3457    0.7000 | 0.632    92.100    0.953 | 0.632     100.000    1.000 |  2 hr 22 min 
0.00030  6.00 k  4.87  | 1.782    34.636    34.771    0.3470    0.6000 | 0.606    94.000    0.963 | 0.606     90.000    0.925 |  2 hr 27 min 
0.00030  6.20 k  5.04  | 1.828    34.367    34.771    0.3457    0.7000 | 0.585    93.900    0.961 | 0.528     100.000    1.000 |  2 hr 31 min 
0.00030  6.40 k  5.20  | 1.852    34.501    34.771    0.3464    0.7000 | 0.572    93.400    0.957 | 0.455     100.000    1.000 |  2 hr 36 min 
0.00030  6.60 k  5.36  | 1.915    34.636    34.771    0.3470    0.7000 | 0.509    96.600    0.979 | 0.481     100.000    1.000 |  2 hr 41 min 
0.00030  6.80 k  5.52  | 1.921    34.636    34.771    0.3470    0.7000 | 0.499    96.000    0.975 | 0.398     100.000    1.000 |  2 hr 46 min 
0.00030  7.00 k  5.69  | 1.971    34.501    34.771    0.3464    0.7000 | 0.516    95.600    0.972 | 0.530     95.000    0.963 |  2 hr 51 min 
0.00030  7.20 k  5.85  | 1.969    34.636    34.771    0.3470    0.6000 | 0.470    97.100    0.982 | 0.436     100.000    1.000 |  2 hr 56 min 
0.00030  7.40 k  6.01  | 2.019    34.636    34.771    0.3470    0.7000 | 0.459    96.500    0.977 | 0.617     95.000    0.975 |  3 hr 01 min 
0.00030  7.60 k  6.17  | 2.044    34.636    35.175    0.3483    0.6000 | 0.472    96.900    0.979 | 0.470     100.000    1.000 |  3 hr 06 min 
0.00030  7.80 k  6.34  | 2.058    34.501    34.771    0.3464    0.6000 | 0.452    96.000    0.976 | 0.385     100.000    1.000 |  3 hr 11 min 
0.00030  8.00 k  6.50  | 2.092    34.636    34.771    0.3470    0.6000 | 0.446    97.400    0.981 | 0.410     100.000    1.000 |  3 hr 15 min 
0.00030  8.20 k  6.66  | 2.119    34.501    34.906    0.3467    0.6000 | 0.446    95.900    0.974 | 0.429     95.000    0.975 |  3 hr 20 min 
0.00030  8.40 k  6.82  | 2.154    34.636    34.771    0.3470    0.6000 | 0.397    98.200    0.989 | 0.356     100.000    1.000 |  3 hr 25 min 
0.00030  8.60 k  6.99  | 2.184    34.636    34.771    0.3470    0.6000 | 0.397    97.200    0.983 | 0.277     95.000    0.975 |  3 hr 30 min 
0.00030  8.80 k  7.15  | 2.200    34.636    34.906    0.3475    0.6000 | 0.383    97.000    0.981 | 0.478     95.000    0.975 |  3 hr 35 min 
0.00030  9.00 k  7.31  | 2.240    34.636    34.771    0.3470    0.6000 | 0.362    97.800    0.986 | 0.390     100.000    1.000 |  3 hr 40 min 
0.00030  9.20 k  7.47  | 2.245    34.636    34.771    0.3470    0.6000 | 0.373    97.100    0.980 | 0.365     90.000    0.942 |  3 hr 45 min 
0.00030  9.40 k  7.64  | 2.277    34.636    34.771    0.3470    0.6000 | 0.363    97.700    0.986 | 0.313     100.000    1.000 |  3 hr 50 min 
0.00030  9.60 k  7.80  | 2.297    34.636    34.771    0.3470    0.7000 | 0.343    97.400    0.983 | 0.320     100.000    1.000 |  3 hr 55 min 
0.00030  9.80 k  7.96  | 2.305    34.636    34.906    0.3474    0.6000 | 0.350    97.100    0.982 | 0.338     95.000    0.975 |  3 hr 59 min 
0.00030 10.00 k  8.12  | 2.338    34.636    34.771    0.3470    0.7000 | 0.341    97.700    0.984 | 0.388     100.000    1.000 |  4 hr 04 min 
0.00030 10.20 k  8.29  | 2.354    34.636    34.771    0.3470    0.7000 | 0.349    97.000    0.981 | 0.258     100.000    1.000 |  4 hr 09 min 
0.00030 10.40 k  8.45  | 2.337    34.501    34.906    0.3468    0.7000 | 0.315    97.600    0.986 | 0.203     95.000    0.975 |  4 hr 14 min 
0.00030 10.60 k  8.61  | 2.357    34.636    34.906    0.3474    0.6000 | 0.325    97.300    0.984 | 0.415     95.000    0.967 |  4 hr 19 min 
0.00030 10.80 k  8.77  | 2.360    34.636    34.906    0.3477    0.6000 | 0.316    98.100    0.989 | 0.276     100.000    1.000 |  4 hr 24 min 
0.00030 11.00 k  8.94  | 2.391    34.636    34.906    0.3475    0.7000 | 0.321    97.000    0.982 | 0.410     90.000    0.950 |  4 hr 29 min 
0.00030 11.20 k  9.10  | 2.394    34.636    34.771    0.3470    0.8000 | 0.320    97.400    0.983 | 0.176     100.000    1.000 |  4 hr 34 min 
0.00030 11.40 k  9.26  | 2.414    34.636    35.040    0.3480    0.5000 | 0.298    97.800    0.987 | 0.304     95.000    0.975 |  4 hr 39 min 
0.00030 11.60 k  9.42  | 2.425    34.636    34.906    0.3475    0.7000 | 0.318    97.900    0.986 | 0.215     100.000    1.000 |  4 hr 43 min 
0.00030 11.80 k  9.59  | 2.425    34.636    34.771    0.3470    0.6000 | 0.300    97.800    0.987 | 0.271     100.000    1.000 |  4 hr 48 min 
0.00030 12.00 k  9.75  | 2.453    34.636    34.906    0.3474    0.6000 | 0.291    97.500    0.985 | 0.358     100.000    1.000 |  4 hr 53 min 
0.00030 12.20 k  9.91  | 2.437    34.636    34.771    0.3470    0.5000 | 0.324    97.300    0.982 | 0.304     95.000    0.975 |  4 hr 58 min 
0.00030 12.40 k 10.07  | 2.440    34.636    34.771    0.3470    0.6000 | 0.281    97.900    0.989 | 0.357     90.000    0.950 |  5 hr 03 min 
0.00030 12.60 k 10.24  | 2.443    34.636    34.906    0.3477    0.5000 | 0.310    97.200    0.980 | 0.296     95.000    0.975 |  5 hr 08 min 
0.00030 12.80 k 10.40  | 2.454    34.636    34.906    0.3477    0.7000 | 0.285    98.100    0.989 | 0.334     100.000    1.000 |  5 hr 13 min 
0.00030 13.00 k 10.56  | 2.456    34.636    34.771    0.3470    0.6000 | 0.294    97.800    0.985 | 0.317     100.000    1.000 |  5 hr 18 min 
0.00030 13.20 k 10.72  | 2.473    34.636    34.906    0.3475    0.7000 | 0.263    97.900    0.988 | 0.223     95.000    0.975 |  5 hr 23 min 
0.00030 13.40 k 10.89  | 2.483    34.636    34.771    0.3470    0.7000 | 0.273    98.300    0.990 | 0.210     100.000    1.000 |  5 hr 27 min 
0.00030 13.60 k 11.05  | 2.477    34.636    34.906    0.3474    0.6000 | 0.288    98.000    0.987 | 0.180     100.000    1.000 |  5 hr 32 min 
0.00030 13.80 k 11.21  | 2.472    34.636    34.906    0.3477    0.7000 | 0.296    97.600    0.985 | 0.327     100.000    1.000 |  5 hr 37 min 
0.00030 14.00 k 11.37  | 2.487    34.636    34.906    0.3474    0.6000 | 0.271    97.800    0.987 | 0.268     100.000    1.000 |  5 hr 42 min 
0.00030 14.20 k 11.54  | 2.487    34.636    34.771    0.3470    0.5000 | 0.261    98.000    0.987 | 0.286     100.000    1.000 |  5 hr 47 min 
0.00030 14.40 k 11.70  | 2.503    34.636    34.906    0.3475    0.5000 | 0.247    98.100    0.989 | 0.279     95.000    0.975 |  5 hr 52 min 
0.00030 14.60 k 11.86  | 2.505    34.636    34.906    0.3477    0.5000 | 0.256    98.500    0.990 | 0.197     100.000    1.000 |  5 hr 56 min 
0.00030 14.80 k 12.02  | 2.535    34.636    34.771    0.3470    0.5000 | 0.273    98.600    0.992 | 0.318     95.000    0.967 |  6 hr 01 min 
0.00030 15.00 k 12.19  | 2.537    34.636    34.906    0.3477    0.5000 | 0.269    98.000    0.986 | 0.270     95.000    0.960 |  6 hr 06 min 
0.00030 15.20 k 12.35  | 2.549    34.636    34.771    0.3470    0.7000 | 0.292    96.800    0.979 | 0.547     90.000    0.917 |  6 hr 11 min 
0.00030 15.40 k 12.51  | 2.553    34.636    34.906    0.3475    0.5000 | 0.242    98.200    0.989 | 0.153     100.000    1.000 |  6 hr 16 min 
0.00030 15.60 k 12.67  | 2.568    34.636    34.906    0.3474    0.6000 | 0.283    97.400    0.985 | 0.227     90.000    0.950 |  6 hr 21 min 
0.00030 15.80 k 12.84  | 2.580    34.501    34.771    0.3464    0.6000 | 0.269    98.400    0.989 | 0.214     100.000    1.000 |  6 hr 26 min 
0.00030 16.00 k 13.00  | 2.585    34.636    34.906    0.3473    0.5000 | 0.248    98.400    0.991 | 0.204     100.000    1.000 |  6 hr 30 min 
0.00030 16.20 k 13.16  | 2.599    34.636    34.906    0.3477    0.6000 | 0.261    97.300    0.984 | 0.287     100.000    1.000 |  6 hr 35 min 
0.00030 16.40 k 13.32  | 2.593    34.636    34.906    0.3477    0.6000 | 0.239    98.000    0.988 | 0.387     95.000    0.975 |  6 hr 40 min 
0.00030 16.60 k 13.49  | 2.602    34.636    34.906    0.3473    0.5000 | 0.235    98.800    0.993 | 0.256     100.000    1.000 |  6 hr 45 min 
0.00030 16.80 k 13.65  | 2.616    34.636    34.906    0.3475    0.5000 | 0.232    98.800    0.993 | 0.280     100.000    1.000 |  6 hr 50 min 
0.00030 17.00 k 13.81  | 2.625    34.636    34.771    0.3470    0.5000 | 0.249    98.100    0.987 | 0.166     100.000    1.000 |  6 hr 55 min 
0.00030 17.20 k 13.97  | 2.637    34.501    34.906    0.3468    0.6000 | 0.216    98.800    0.993 | 0.507     95.000    0.950 |  7 hr 00 min 
0.00030 17.40 k 14.14  | 2.646    34.636    34.906    0.3475    0.6000 | 0.244    98.200    0.989 | 0.412     95.000    0.975 |  7 hr 04 min 
0.00030 17.60 k 14.30  | 2.662    34.636    34.906    0.3477    0.6000 | 0.237    98.000    0.988 | 0.238     100.000    1.000 |  7 hr 09 min 
0.00030 17.80 k 14.46  | 2.665    34.636    34.906    0.3475    0.6000 | 0.217    98.400    0.990 | 0.191     100.000    1.000 |  7 hr 14 min 
0.00030 18.00 k 14.62  | 2.669    34.636    34.906    0.3477    0.8000 | 0.262    97.400    0.984 | 0.207     100.000    1.000 |  7 hr 19 min 
0.00030 18.20 k 14.79  | 2.676    34.636    34.906    0.3474    0.7000 | 0.218    98.600    0.991 | 0.229     100.000    1.000 |  7 hr 24 min 
0.00030 18.40 k 14.95  | 2.688    34.636    34.906    0.3475    0.5000 | 0.229    97.600    0.987 | 0.242     100.000    1.000 |  7 hr 29 min 
0.00030 18.60 k 15.11  | 2.675    34.501    34.771    0.3464    0.5000 | 0.221    98.000    0.989 | 0.206     100.000    1.000 |  7 hr 33 min 
0.00030 18.80 k 15.27  | 2.694    34.501    34.771    0.3464    0.6000 | 0.238    97.900    0.987 | 0.265     95.000    0.975 |  7 hr 38 min 
0.00030 19.00 k 15.44  | 2.697    34.636    34.771    0.3470    0.7000 | 0.215    98.600    0.992 | 0.214     100.000    1.000 |  7 hr 43 min 
0.00030 19.20 k 15.60  | 2.694    34.501    34.771    0.3464    0.6000 | 0.235    97.900    0.987 | 0.387     95.000    0.975 |  7 hr 48 min 
0.00030 19.40 k 15.76  | 2.702    34.501    34.906    0.3470    0.8000 | 0.236    98.000    0.988 | 0.195     100.000    1.000 |  7 hr 53 min 
0.00030 19.60 k 15.92  | 2.710    34.636    35.040    0.3478    0.5000 | 0.206    98.400    0.992 | 0.322     100.000    1.000 |  7 hr 58 min 
0.00030 19.80 k 16.09  | 2.726    34.636    34.906    0.3477    0.7000 | 0.218    98.000    0.988 | 0.202     100.000    1.000 |  8 hr 03 min 
0.00030 20.00 k 16.25  | 2.732    34.636    34.906    0.3477    0.7000 | 0.233    98.000    0.987 | 0.295     95.000    0.975 |  8 hr 08 min 
0.00030 20.20 k 16.41  | 2.740    34.636    35.040    0.3476    0.6000 | 0.205    98.100    0.989 | 0.269     95.000    0.975 |  8 hr 12 min 
0.00030 20.40 k 16.57  | 2.738    34.636    34.771    0.3470    0.6000 | 0.209    98.000    0.989 | 0.463     95.000    0.960 |  8 hr 17 min 
0.00030 20.60 k 16.74  | 2.755    34.636    34.906    0.3477    0.5000 | 0.206    98.000    0.988 | 0.175     100.000    1.000 |  8 hr 22 min 
0.00030 20.80 k 16.90  | 2.749    34.636    34.906    0.3475    0.5000 | 0.227    97.900    0.986 | 0.174     100.000    1.000 |  8 hr 27 min 
0.00030 21.00 k 17.06  | 2.754    34.636    34.906    0.3477    0.7000 | 0.210    98.700    0.993 | 0.148     100.000    1.000 |  8 hr 32 min 
0.00030 21.20 k 17.22  | 2.747    34.771    34.906    0.3484    0.5000 | 0.238    97.700    0.986 | 0.241     100.000    1.000 |  8 hr 37 min 
0.00030 21.40 k 17.38  | 2.754    34.636    34.906    0.3477    0.5000 | 0.198    98.200    0.990 | 0.183     100.000    1.000 |  8 hr 41 min 
0.00030 21.60 k 17.55  | 2.764    34.636    34.906    0.3477    0.6000 | 0.222    98.200    0.989 | 0.293     100.000    1.000 |  8 hr 46 min 
0.00030 21.80 k 17.71  | 2.773    34.636    34.906    0.3477    0.7000 | 0.192    98.400    0.990 | 0.167     100.000    1.000 |  8 hr 51 min 
0.00030 22.00 k 17.87  | 2.789    34.636    34.906    0.3475    0.7000 | 0.220    98.100    0.988 | 0.255     100.000    1.000 |  8 hr 56 min 
0.00030 22.20 k 18.03  | 2.786    34.636    34.906    0.3475    0.7000 | 0.216    98.100    0.989 | 0.334     95.000    0.950 |  9 hr 01 min 
0.00030 22.40 k 18.20  | 2.790    34.501    34.906    0.3468    0.5000 | 0.200    98.100    0.989 | 0.124     100.000    1.000 |  9 hr 06 min 
0.00030 22.60 k 18.36  | 2.791    34.636    34.906    0.3477    0.7000 | 0.192    99.100    0.995 | 0.234     100.000    1.000 |  9 hr 11 min 
0.00030 22.80 k 18.52  | 2.785    34.636    34.906    0.3477    0.6000 | 0.198    98.000    0.989 | 0.119     100.000    1.000 |  9 hr 15 min 
0.00030 23.00 k 18.68  | 2.809    34.636    34.906    0.3477    0.7000 | 0.197    98.600    0.992 | 0.147     100.000    1.000 |  9 hr 20 min 
0.00030 23.20 k 18.85  | 2.801    34.636    34.906    0.3477    0.7000 | 0.203    97.900    0.989 | 0.172     100.000    1.000 |  9 hr 25 min 
0.00030 23.40 k 19.01  | 2.801    34.636    34.906    0.3477    0.7000 | 0.207    98.100    0.989 | 0.262     90.000    0.950 |  9 hr 30 min 
0.00030 23.60 k 19.17  | 2.812    34.636    34.906    0.3477    0.6000 | 0.190    98.400    0.991 | 0.209     95.000    0.975 |  9 hr 35 min 
0.00030 23.80 k 19.33  | 2.824    34.636    35.040    0.3480    0.6000 | 0.178    99.000    0.995 | 0.153     100.000    1.000 |  9 hr 40 min 
0.00030 24.00 k 19.50  | 2.826    34.636    34.906    0.3477    0.7000 | 0.196    98.600    0.992 | 0.325     95.000    0.963 |  9 hr 44 min 
0.00030 24.20 k 19.66  | 2.832    34.636    34.906    0.3477    0.7000 | 0.205    98.300    0.990 | 0.196     100.000    1.000 |  9 hr 49 min 
0.00030 24.40 k 19.82  | 2.823    34.636    34.906    0.3477    0.7000 | 0.202    97.800    0.987 | 0.112     100.000    1.000 |  9 hr 54 min 
0.00030 24.60 k 19.98  | 2.820    34.636    35.040    0.3476    0.6000 | 0.218    97.800    0.986 | 0.211     100.000    1.000 |  9 hr 59 min 
0.00030 24.80 k 20.15  | 2.832    34.501    34.906    0.3470    0.7000 | 0.212    98.000    0.988 | 0.187     100.000    1.000 | 10 hr 04 min 
0.00030 25.00 k 20.31  | 2.832    34.636    34.906    0.3477    0.7000 | 0.200    98.300    0.989 | 0.290     95.000    0.975 | 10 hr 09 min 
0.00030 25.20 k 20.47  | 2.841    34.636    34.906    0.3473    0.6000 | 0.197    98.100    0.988 | 0.133     95.000    0.975 | 10 hr 14 min 
0.00030 25.40 k 20.63  | 2.837    34.636    34.906    0.3474    0.4000 | 0.189    98.700    0.992 | 0.131     100.000    1.000 | 10 hr 19 min 
0.00030 25.60 k 20.80  | 2.857    34.636    34.906    0.3477    0.5000 | 0.185    98.500    0.992 | 0.175     100.000    1.000 | 10 hr 23 min 
0.00030 25.80 k 20.96  | 2.858    34.636    34.906    0.3477    0.7000 | 0.197    97.700    0.988 | 0.147     95.000    0.975 | 10 hr 28 min 
0.00030 26.00 k 21.12  | 2.853    34.636    34.906    0.3477    0.6000 | 0.199    97.700    0.986 | 0.143     95.000    0.975 | 10 hr 33 min 
0.00030 26.20 k 21.28  | 2.850    34.501    34.906    0.3470    0.6000 | 0.198    97.800    0.988 | 0.210     100.000    1.000 | 10 hr 38 min 
0.00030 26.40 k 21.45  | 2.846    34.636    34.906    0.3477    0.7000 | 0.192    97.900    0.988 | 0.166     100.000    1.000 | 10 hr 43 min 
0.00030 26.60 k 21.61  | 2.851    34.636    34.906    0.3477    0.6000 | 0.200    97.500    0.985 | 0.232     95.000    0.963 | 10 hr 47 min 
0.00030 26.80 k 21.77  | 2.868    34.636    34.906    0.3475    0.6000 | 0.183    98.900    0.994 | 0.152     100.000    1.000 | 10 hr 52 min 
0.00030 27.00 k 21.93  | 2.861    34.636    34.771    0.3470    0.8000 | 0.183    98.700    0.993 | 0.212     100.000    1.000 | 10 hr 57 min 
0.00030 27.20 k 22.10  | 2.878    34.501    34.906    0.3470    0.7000 | 0.192    98.200    0.990 | 0.198     100.000    1.000 | 11 hr 02 min 
0.00030 27.40 k 22.26  | 2.885    34.501    34.906    0.3468    0.7000 | 0.191    97.900    0.988 | 0.155     100.000    1.000 | 11 hr 07 min 
0.00030 27.60 k 22.42  | 2.878    34.501    34.906    0.3468    0.5000 | 0.176    97.900    0.989 | 0.231     95.000    0.975 | 11 hr 12 min 
0.00030 27.80 k 22.58  | 2.877    34.501    34.906    0.3470    0.6000 | 0.188    98.400    0.990 | 0.458     95.000    0.950 | 11 hr 17 min 
0.00030 28.00 k 22.75  | 2.883    34.501    34.906    0.3468    0.6000 | 0.184    98.300    0.989 | 0.276     95.000    0.975 | 11 hr 22 min 
0.00030 28.20 k 22.91  | 2.885    34.636    34.906    0.3477    0.7000 | 0.217    97.600    0.986 | 0.113     100.000    1.000 | 11 hr 27 min 
0.00030 28.40 k 23.07  | 2.882    34.636    34.906    0.3477    0.6000 | 0.218    97.900    0.986 | 0.220     100.000    1.000 | 11 hr 31 min 
0.00030 28.60 k 23.23  | 2.877    34.501    34.906    0.3467    0.5000 | 0.170    99.100    0.994 | 0.221     95.000    0.975 | 11 hr 36 min 
0.00030 28.80 k 23.40  | 2.895    34.501    34.906    0.3470    0.6000 | 0.189    97.900    0.988 | 0.099     95.000    0.975 | 11 hr 41 min 
0.00030 29.00 k 23.56  | 2.896    34.636    34.906    0.3477    0.8000 | 0.181    98.400    0.991 | 0.200     100.000    1.000 | 11 hr 46 min 
0.00030 29.20 k 23.72  | 2.905    34.501    35.040    0.3477    0.6000 | 0.197    97.500    0.986 | 0.170     100.000    1.000 | 11 hr 51 min 
0.00030 29.40 k 23.88  | 2.905    34.636    34.906    0.3477    0.5000 | 0.188    98.200    0.990 | 0.198     100.000    1.000 | 11 hr 56 min 
0.00030 29.60 k 24.05  | 2.896    34.636    34.906    0.3475    0.7000 | 0.170    98.300    0.990 | 0.146     100.000    1.000 | 12 hr 00 min 
0.00030 29.80 k 24.21  | 2.901    34.636    34.906    0.3473    0.7000 | 0.211    97.700    0.987 | 0.123     95.000    0.975 | 12 hr 05 min 
0.00030 30.00 k 24.37  | 2.907    34.636    34.906    0.3477    0.7000 | 0.201    98.000    0.987 | 0.126     100.000    1.000 | 12 hr 10 min 
0.00030 30.20 k 24.53  | 2.906    34.501    34.906    0.3470    0.6000 | 0.191    98.000    0.988 | 0.118     100.000    1.000 | 12 hr 15 min 
0.00030 30.40 k 24.70  | 2.904    34.501    35.175    0.3476    0.7000 | 0.185    98.000    0.989 | 0.165     100.000    1.000 | 12 hr 20 min 
0.00030 30.60 k 24.86  | 2.906    34.367    34.906    0.3464    0.8000 | 0.167    98.300    0.990 | 0.199     95.000    0.975 | 12 hr 25 min 
0.00030 30.80 k 25.02  | 2.917    34.232    34.906    0.3457    0.8000 | 0.208    97.300    0.983 | 0.167     100.000    1.000 | 12 hr 30 min 
0.00030 31.00 k 25.18  | 2.913    34.501    34.906    0.3470    0.7000 | 0.168    98.200    0.990 | 0.212     95.000    0.963 | 12 hr 34 min 
0.00030 31.20 k 25.35  | 2.917    34.501    34.906    0.3470    0.7000 | 0.171    98.500    0.991 | 0.173     95.000    0.975 | 12 hr 39 min 
0.00030 31.40 k 25.51  | 2.917    34.636    34.906    0.3477    0.7000 | 0.173    98.000    0.989 | 0.498     95.000    0.950 | 12 hr 44 min 
0.00030 31.60 k 25.67  | 2.922    34.367    34.906    0.3464    0.6000 | 0.173    98.300    0.990 | 0.113     100.000    1.000 | 12 hr 49 min 
0.00030 31.80 k 25.83  | 2.924    34.636    34.906    0.3473    0.6000 | 0.157    99.100    0.995 | 0.188     100.000    1.000 | 12 hr 54 min 
0.00030 32.00 k 26.00  | 2.925    34.501    35.040    0.3477    0.7000 | 0.191    97.700    0.986 | 0.150     95.000    0.975 | 12 hr 59 min 
0.00030 32.20 k 26.16  | 2.932    34.501    34.906    0.3470    0.8000 | 0.178    98.400    0.990 | 0.197     100.000    1.000 | 13 hr 04 min 
0.00030 32.40 k 26.32  | 2.932    34.367    34.906    0.3464    0.5000 | 0.183    97.300    0.985 | 0.125     100.000    1.000 | 13 hr 09 min 
0.00030 32.60 k 26.48  | 2.923    34.636    34.906    0.3477    0.7000 | 0.172    97.800    0.988 | 0.280     95.000    0.975 | 13 hr 13 min 
0.00030 32.80 k 26.65  | 2.927    34.501    34.906    0.3470    0.5000 | 0.190    97.700    0.986 | 0.188     100.000    1.000 | 13 hr 18 min 
0.00030 33.00 k 26.81  | 2.949    34.501    34.906    0.3470    0.6000 | 0.195    97.200    0.982 | 0.261     95.000    0.975 | 13 hr 23 min 
0.00030 33.20 k 26.97  | 2.947    34.636    34.906    0.3477    0.7000 | 0.168    98.300    0.991 | 0.237     95.000    0.975 | 13 hr 28 min 
0.00030 33.40 k 27.13  | 2.937    34.636    34.906    0.3477    0.7000 | 0.177    97.600    0.986 | 0.395     90.000    0.925 | 13 hr 33 min 
0.00030 33.60 k 27.30  | 2.959    34.501    34.906    0.3468    0.6000 | 0.179    97.600    0.987 | 0.171     100.000    1.000 | 13 hr 37 min 
0.00030 33.80 k 27.46  | 2.958    34.636    34.906    0.3477    0.6000 | 0.180    97.600    0.986 | 0.120     100.000    1.000 | 13 hr 42 min 
0.00030 34.00 k 27.62  | 2.947    34.636    35.040    0.3482    0.7000 | 0.180    97.500    0.986 | 0.154     90.000    0.950 | 13 hr 47 min 
0.00030 34.20 k 27.78  | 2.951    34.501    34.906    0.3470    0.8000 | 0.174    98.200    0.990 | 0.135     100.000    1.000 | 13 hr 52 min 
0.00030 34.40 k 27.95  | 2.963    34.501    34.906    0.3470    0.6000 | 0.170    97.800    0.987 | 0.247     90.000    0.950 | 13 hr 57 min 
0.00030 34.60 k 28.11  | 2.960    34.501    34.906    0.3470    0.6000 | 0.167    98.000    0.989 | 0.154     100.000    1.000 | 14 hr 02 min 
